i	j	iLIS_best	iLIS_avg	ipTM_best
13886	9544	0.397	0.377	0.78
11826	12862	0.397	0.079	0.38
12543	9544	0.397	0.302	0.79
11904	10281	0.397	0.088	0.57
10320	580	0.397	0.157	0.55
8696	11062	0.397	0.326	0.49
7675	4153	0.397	0.180	0.41
4122	12462	0.397	0.126	0.34
9931	8315	0.396	0.273	0.63
5755	1573	0.396	0.177	0.72
7675	806	0.396	0.239	0.44
13448	9552	0.396	0.274	0.64
996	12461	0.396	0.189	0.73
11624	9958	0.396	0.096	0.60
1019	6156	0.396	0.366	0.67
9740	7603	0.396	0.256	0.52
13887	12819	0.395	0.327	0.50
13133	7975	0.395	0.266	0.76
13116	9188	0.395	0.100	0.56
11062	12543	0.395	0.079	0.45
811	1523	0.395	0.079	0.79
10008	9185	0.395	0.141	0.39
12892	11286	0.394	0.148	0.39
12839	13133	0.394	0.342	0.72
12862	6472	0.394	0.130	0.60
10320	1548	0.394	0.250	0.57
11282	3308	0.394	0.152	0.55
811	1010	0.394	0.222	0.30
13041	8660	0.394	0.079	0.39
1017	1015	0.394	0.151	0.62
289	12615	0.394	0.140	0.50
9931	10958	0.394	0.352	0.75
9714	8315	0.394	0.127	0.62
13103	1523	0.394	0.182	0.74
13886	10982	0.393	0.255	0.55
8188	3796	0.393	0.335	0.71
3333	445	0.393	0.183	0.79
11273	10320	0.393	0.216	0.77
13886	1548	0.393	0.205	0.59
13287	796	0.393	0.131	0.36
7735	9376	0.393	0.280	0.45
8202	8321	0.393	0.347	0.43
7278	13041	0.393	0.261	0.46
8188	10118	0.393	0.134	0.33
11826	8577	0.393	0.262	0.62
9	8563	0.393	0.079	0.67
11273	3111	0.392	0.332	0.74
13133	9572	0.392	0.161	0.74
11956	12549	0.392	0.078	0.42
12820	1548	0.392	0.078	0.57
9247	10997	0.392	0.344	0.50
11188	9390	0.392	0.356	0.50
8126	11080	0.392	0.101	0.26
7589	13133	0.391	0.138	0.68
12399	13934	0.391	0.078	0.50
10605	12461	0.391	0.248	0.43
10931	13220	0.391	0.203	0.59
9390	7735	0.391	0.220	0.50
547	11274	0.391	0.078	0.69
7674	11281	0.391	0.242	0.50
10531	12802	0.391	0.271	0.69
10531	10981	0.391	0.105	0.33
8967	13448	0.391	0.140	0.65
11909	1043	0.390	0.082	0.68
580	2109	0.390	0.295	0.62
11279	1003	0.390	0.140	0.63
11956	11272	0.390	0.206	0.76
13042	8909	0.390	0.078	0.57
12399	9958	0.390	0.203	0.38
1019	4153	0.390	0.268	0.55
12820	6583	0.390	0.091	0.63
10118	11009	0.390	0.340	0.43
11628	13042	0.390	0.078	0.64
7706	6847	0.390	0.151	0.68
11265	13133	0.390	0.288	0.73
7964	1016	0.390	0.306	0.68
11265	13903	0.390	0.106	0.44
12423	7674	0.390	0.078	0.40
7589	796	0.390	0.122	0.48
858	13041	0.389	0.164	0.44
8188	11281	0.389	0.223	0.38
8031	6944	0.389	0.200	0.71
197	9714	0.389	0.078	0.45
8202	12284	0.389	0.194	0.51
11726	9247	0.389	0.316	0.45
9571	351	0.389	0.098	0.40
8696	811	0.389	0.236	0.38
11274	7430	0.389	0.299	0.70
11248	4153	0.389	0.154	0.64
13448	7659	0.389	0.321	0.58
1009	806	0.389	0.108	0.70
5734	7591	0.388	0.093	0.33
12615	351	0.388	0.235	0.44
8188	8031	0.388	0.169	0.37
13133	7659	0.388	0.168	0.76
9390	9740	0.388	0.327	0.46
11555	351	0.388	0.170	0.40
8188	12153	0.388	0.218	0.61
7891	9377	0.388	0.315	0.47
11341	13043	0.388	0.254	0.78
12820	10989	0.388	0.251	0.40
10412	8577	0.388	0.255	0.60
11061	7202	0.388	0.188	0.70
811	8469	0.388	0.347	0.63
11341	8188	0.388	0.170	0.74
7706	7202	0.388	0.078	0.68
919	8338	0.387	0.088	0.49
10958	10412	0.387	0.114	0.69
13217	9188	0.387	0.118	0.33
7674	13881	0.387	0.133	0.48
6943	12399	0.387	0.077	0.73
9564	9326	0.387	0.131	0.32
8620	3075	0.387	0.219	0.48
9714	12153	0.387	0.077	0.61
10531	7591	0.387	0.115	0.73
11555	8909	0.386	0.234	0.28
487	3075	0.386	0.077	0.49
13905	1014	0.386	0.267	0.77
3333	11009	0.386	0.213	0.78
10412	13220	0.386	0.159	0.35
4122	3661	0.386	0.108	0.41
10605	7603	0.386	0.117	0.42
9390	8321	0.386	0.214	0.38
9740	11080	0.386	0.192	0.49
7278	12461	0.386	0.256	0.35
11726	8469	0.385	0.103	0.69
12167	5943	0.385	0.077	0.54
7674	70	0.385	0.187	0.48
11726	1043	0.385	0.143	0.56
7735	13043	0.385	0.093	0.71
6156	7446	0.384	0.276	0.69
858	11272	0.384	0.077	0.73
5734	12789	0.384	0.258	0.42
1014	9046	0.384	0.320	0.63
11286	12461	0.384	0.122	0.35
13447	721	0.384	0.104	0.75
8620	10997	0.384	0.311	0.39
8321	11080	0.384	0.346	0.38
10320	11149	0.384	0.077	0.64
8126	10498	0.384	0.077	0.53
11555	12789	0.384	0.102	0.41
8090	8577	0.383	0.119	0.60
10930	158	0.383	0.212	0.67
7735	9740	0.383	0.238	0.47
8162	8338	0.383	0.172	0.28
6683	3308	0.383	0.091	0.58
12203	10605	0.383	0.219	0.57
8202	548	0.383	0.287	0.64
7430	5734	0.383	0.274	0.44
8202	4153	0.383	0.077	0.36
13881	7659	0.383	0.189	0.45
11300	7603	0.383	0.179	0.36
9041	13514	0.383	0.209	0.68
12892	11951	0.383	0.328	0.46
451	9544	0.383	0.326	0.78
13870	7603	0.382	0.130	0.53
11274	11284	0.382	0.097	0.77
11909	3075	0.382	0.152	0.75
9564	8038	0.382	0.168	0.58
11826	13791	0.382	0.225	0.42
451	9931	0.382	0.358	0.68
13870	8338	0.382	0.248	0.31
8188	13934	0.382	0.076	0.52
805	1088	0.382	0.080	0.60
10531	7446	0.382	0.241	0.72
13886	10981	0.382	0.145	0.40
13287	11826	0.382	0.076	0.40
8188	12820	0.382	0.199	0.46
10531	13041	0.382	0.355	0.71
5755	13042	0.382	0.095	0.57
858	13062	0.382	0.185	0.43
8631	8620	0.382	0.349	0.40
8631	13183	0.382	0.224	0.47
4153	7446	0.381	0.076	0.43
12399	13338	0.381	0.280	0.63
8631	7735	0.381	0.217	0.49
9990	13043	0.381	0.247	0.74
12399	6156	0.381	0.304	0.81
9377	12789	0.381	0.186	0.51
40	9958	0.381	0.154	0.43
1003	12819	0.381	0.295	0.52
11275	12462	0.381	0.282	0.51
12462	7603	0.381	0.156	0.39
8212	811	0.381	0.151	0.41
13905	10997	0.381	0.264	0.41
1043	13448	0.381	0.171	0.58
8188	197	0.381	0.266	0.53
9376	9572	0.381	0.271	0.58
11284	9825	0.380	0.140	0.60
8090	1018	0.380	0.146	0.66
8696	10957	0.380	0.299	0.81
11274	11909	0.380	0.076	0.72
10320	4153	0.380	0.259	0.56
3333	8909	0.380	0.123	0.62
1011	12862	0.380	0.086	0.74
8188	13447	0.380	0.114	0.74
10412	811	0.380	0.237	0.30
11300	13881	0.380	0.145	0.29
7835	806	0.380	0.312	0.39
13021	12819	0.380	0.076	0.35
805	6472	0.379	0.182	0.56
12892	11062	0.379	0.247	0.48
11282	10997	0.379	0.190	0.40
10531	12364	0.379	0.087	0.72
750	13103	0.379	0.265	0.80
9390	12900	0.379	0.172	0.69
11956	11826	0.379	0.076	0.45
12203	13217	0.379	0.211	0.50
13133	1548	0.379	0.104	0.69
8090	9564	0.379	0.076	0.48
8696	13043	0.379	0.212	0.82
7891	9247	0.379	0.272	0.43
458	7736	0.379	0.208	0.51
10008	13042	0.379	0.206	0.62
13041	8909	0.379	0.308	0.45
13905	8577	0.379	0.197	0.54
7964	12284	0.378	0.076	0.58
8090	3333	0.378	0.343	0.67
9185	12862	0.378	0.076	0.52
6943	11149	0.378	0.214	0.59
9247	10959	0.378	0.076	0.78
996	9572	0.378	0.076	0.66
10958	11591	0.378	0.132	0.69
11726	11281	0.378	0.287	0.34
8909	7202	0.378	0.191	0.28
13041	9990	0.377	0.332	0.69
8470	7591	0.377	0.075	0.69
8895	11951	0.377	0.142	0.48
1043	11281	0.377	0.157	0.47
11265	1015	0.377	0.163	0.35
8126	796	0.377	0.223	0.54
12399	9571	0.377	0.075	0.38
8173	8909	0.376	0.075	0.45
3333	10997	0.376	0.210	0.69
10531	7735	0.376	0.249	0.58
10531	13183	0.376	0.170	0.62
11956	10931	0.376	0.075	0.55
9070	9390	0.376	0.276	0.49
40	12789	0.376	0.192	0.41
12862	13378	0.376	0.075	0.41
12820	9740	0.376	0.229	0.40
1015	12523	0.376	0.171	0.39
10008	13041	0.376	0.265	0.44
12543	8910	0.376	0.249	0.29
8188	811	0.376	0.298	0.27
12423	1015	0.375	0.118	0.38
8188	6557	0.375	0.170	0.68
7430	8315	0.375	0.220	0.41
197	7603	0.375	0.262	0.56
40	13133	0.375	0.145	0.79
10281	1016	0.375	0.145	0.63
11904	12802	0.375	0.075	0.57
1523	12802	0.375	0.202	0.74
7736	7659	0.375	0.227	0.40
11286	9376	0.375	0.317	0.45
12423	9552	0.375	0.155	0.43
13287	6472	0.375	0.155	0.62
351	11281	0.375	0.293	0.40
11279	8620	0.375	0.195	0.62
11956	7964	0.375	0.310	0.43
11826	7589	0.374	0.075	0.37
6847	225	0.374	0.285	0.80
12423	70	0.374	0.166	0.43
6583	11009	0.374	0.140	0.59
8212	10412	0.374	0.144	0.31
8038	12802	0.374	0.308	0.62
10498	721	0.374	0.144	0.55
8173	13220	0.374	0.210	0.33
9376	7975	0.374	0.349	0.45
11273	8162	0.374	0.271	0.77
858	12543	0.374	0.075	0.43
7975	12153	0.374	0.154	0.55
9377	9552	0.373	0.083	0.51
11284	8338	0.373	0.089	0.28
8090	12461	0.373	0.088	0.35
9714	1523	0.373	0.203	0.73
750	3308	0.373	0.244	0.54
1011	9046	0.373	0.342	0.64
9390	7446	0.373	0.136	0.36
9572	13220	0.373	0.075	0.56
10989	13903	0.373	0.075	0.39
6216	5755	0.373	0.291	0.68
1019	158	0.373	0.091	0.58
7603	12153	0.373	0.244	0.64
5755	1548	0.373	0.324	0.56
811	11009	0.372	0.099	0.45
11286	8173	0.372	0.176	0.49
11274	9376	0.372	0.289	0.71
10008	13043	0.372	0.121	0.78
9390	7603	0.372	0.214	0.36
8162	4868	0.372	0.184	0.40
12461	204	0.372	0.142	0.33
9376	13043	0.372	0.090	0.71
11265	8470	0.372	0.278	0.60
9377	1210	0.372	0.314	0.53
6943	12549	0.372	0.074	0.67
3333	11281	0.372	0.154	0.71
9390	9042	0.372	0.193	0.55
8631	7835	0.372	0.334	0.42
13881	8470	0.372	0.229	0.62
12461	13062	0.372	0.115	0.42
1003	10997	0.372	0.173	0.43
7674	13043	0.372	0.088	0.75
12167	13934	0.371	0.101	0.53
11009	7603	0.371	0.255	0.43
548	4868	0.371	0.163	0.76
12543	806	0.371	0.178	0.34
8090	12789	0.371	0.145	0.39
9740	13220	0.371	0.235	0.52
8173	12154	0.371	0.074	0.46
8631	9990	0.371	0.297	0.72
7736	6216	0.371	0.118	0.39
13217	9564	0.371	0.074	0.47
3373	4153	0.371	0.203	0.71
800	7706	0.371	0.294	0.68
70	2109	0.371	0.147	0.59
13133	7603	0.371	0.274	0.83
6583	1088	0.371	0.237	0.60
11274	8162	0.371	0.215	0.78
4153	4868	0.371	0.134	0.36
10498	11909	0.370	0.147	0.73
548	8990	0.370	0.157	0.71
197	1548	0.370	0.252	0.45
5943	11904	0.370	0.286	0.51
10531	1010	0.370	0.218	0.70
12543	9958	0.370	0.217	0.39
10118	8315	0.370	0.121	0.49
12399	3461	0.370	0.185	0.38
70	1523	0.370	0.175	0.73
12789	12155	0.370	0.259	0.57
13881	1019	0.370	0.244	0.60
7430	858	0.370	0.074	0.54
9571	11591	0.370	0.078	0.60
996	10412	0.369	0.154	0.62
7278	9958	0.369	0.233	0.35
8188	12862	0.369	0.167	0.28
6156	8577	0.369	0.192	0.66
10531	9571	0.369	0.183	0.67
9683	13886	0.369	0.074	0.35
12399	11826	0.369	0.247	0.42
7674	9740	0.369	0.223	0.47
11275	1014	0.369	0.090	0.69
10997	3075	0.369	0.221	0.47
13062	12364	0.369	0.191	0.40
10412	12819	0.369	0.085	0.38
9714	8173	0.369	0.074	0.55
811	8620	0.369	0.251	0.41
7891	9376	0.369	0.314	0.42
8188	7659	0.369	0.289	0.48
547	551	0.369	0.209	0.60
10008	7706	0.368	0.333	0.70
8212	1015	0.368	0.190	0.39
8090	11061	0.368	0.109	0.74
11274	811	0.368	0.084	0.78
11274	9	0.368	0.074	0.64
1003	70	0.368	0.147	0.47
12892	8338	0.368	0.318	0.41
10997	13934	0.368	0.091	0.57
11149	13447	0.368	0.281	0.67
8188	11904	0.368	0.234	0.66
9931	13042	0.368	0.074	0.58
12900	892	0.368	0.081	0.71
13183	12789	0.368	0.159	0.41
10531	12803	0.368	0.131	0.64
9990	9572	0.367	0.275	0.65
13041	9564	0.367	0.281	0.43
12862	12549	0.367	0.076	0.37
40	9377	0.367	0.222	0.49
8126	12462	0.367	0.086	0.55
13041	11555	0.367	0.211	0.46
9046	13042	0.367	0.124	0.52
13021	11009	0.367	0.073	0.50
11274	9552	0.367	0.186	0.76
451	8315	0.367	0.078	0.48
11300	8563	0.367	0.135	0.56
8202	8577	0.367	0.220	0.60
8620	9188	0.366	0.073	0.41
11280	13886	0.366	0.188	0.45
9571	445	0.366	0.112	0.41
11726	8735	0.366	0.187	0.49
10008	7278	0.366	0.350	0.30
10930	9188	0.366	0.102	0.36
11277	9740	0.366	0.225	0.41
12461	5943	0.366	0.217	0.63
9247	13220	0.365	0.073	0.47
5943	12549	0.365	0.099	0.59
9376	10982	0.365	0.194	0.51
1015	5755	0.365	0.176	0.53
8967	11628	0.365	0.105	0.51
7891	919	0.365	0.101	0.51
11279	11281	0.365	0.306	0.56
12820	7591	0.365	0.256	0.41
7891	1959	0.365	0.073	0.51
12789	7202	0.365	0.222	0.29
12153	12819	0.365	0.219	0.36
11061	8990	0.365	0.127	0.71
11726	11280	0.365	0.209	0.44
1013	9046	0.364	0.247	0.62
12543	7202	0.364	0.238	0.28
750	5943	0.364	0.073	0.59
7736	13042	0.364	0.073	0.41
1018	9552	0.364	0.073	0.70
750	12549	0.364	0.081	0.41
10531	8990	0.364	0.224	0.64
9247	11009	0.364	0.263	0.53
919	13791	0.364	0.073	0.47
7735	11061	0.364	0.206	0.70
9326	7603	0.364	0.207	0.37
1018	8735	0.364	0.143	0.67
7674	10957	0.364	0.073	0.63
3075	9089	0.363	0.073	0.34
7674	7603	0.363	0.143	0.55
11903	4868	0.363	0.162	0.42
13133	12549	0.363	0.177	0.72
9931	9817	0.363	0.320	0.68
13791	9552	0.363	0.136	0.53
12802	11281	0.363	0.103	0.36
9377	5943	0.363	0.101	0.50
1003	7975	0.363	0.078	0.45
8090	12819	0.363	0.092	0.43
13217	3953	0.363	0.084	0.52
750	6557	0.363	0.134	0.28
12364	13043	0.363	0.136	0.75
3111	7975	0.363	0.167	0.38
11726	6583	0.363	0.162	0.58
13183	9958	0.363	0.113	0.38
12862	8660	0.362	0.072	0.49
11300	806	0.362	0.212	0.55
13905	12802	0.362	0.138	0.26
800	11080	0.362	0.307	0.76
9185	4868	0.362	0.103	0.46
13448	5734	0.362	0.252	0.61
11273	7430	0.362	0.142	0.69
12549	12803	0.362	0.235	0.55
158	806	0.362	0.072	0.63
11188	7446	0.362	0.072	0.57
40	548	0.362	0.273	0.73
9390	1019	0.362	0.232	0.59
811	10997	0.362	0.131	0.34
10498	13042	0.362	0.214	0.63
11275	9714	0.362	0.156	0.67
13905	1019	0.362	0.137	0.34
8696	7975	0.362	0.225	0.45
351	12462	0.362	0.244	0.43
8173	4153	0.362	0.190	0.45
11904	13791	0.362	0.177	0.47
1007	9740	0.362	0.150	0.46
13887	10997	0.362	0.136	0.37
12862	12284	0.361	0.171	0.46
9376	12364	0.361	0.227	0.42
13338	10320	0.361	0.230	0.66
7891	5755	0.361	0.072	0.38
7891	351	0.361	0.346	0.40
12862	12802	0.361	0.297	0.33
8202	9683	0.361	0.072	0.57
8173	13133	0.361	0.127	0.64
8696	10958	0.361	0.300	0.81
11275	3111	0.361	0.278	0.47
8031	9	0.361	0.115	0.84
7278	4153	0.361	0.105	0.43
13183	13337	0.361	0.240	0.55
11277	351	0.361	0.263	0.37
8188	1014	0.361	0.191	0.79
858	13337	0.361	0.101	0.55
13881	1043	0.361	0.144	0.60
10605	8735	0.361	0.118	0.48
9809	6683	0.361	0.072	0.56
1003	1010	0.361	0.244	0.48
13887	8577	0.361	0.183	0.66
8338	11282	0.361	0.072	0.50
8735	4153	0.361	0.128	0.57
3333	12153	0.360	0.263	0.74
1015	8470	0.360	0.231	0.59
1011	7446	0.360	0.280	0.75
9390	13041	0.360	0.134	0.45
13514	2109	0.360	0.168	0.52
9564	11281	0.360	0.216	0.36
4153	1016	0.360	0.196	0.68
11726	811	0.360	0.251	0.39
9390	13337	0.360	0.153	0.33
11284	3633	0.360	0.134	0.73
9390	7659	0.360	0.239	0.43
11248	13934	0.360	0.072	0.60
1010	4868	0.360	0.254	0.41
1010	158	0.360	0.262	0.56
11009	10997	0.360	0.083	0.41
11726	6847	0.360	0.177	0.71
10320	289	0.360	0.157	0.52
11275	7430	0.360	0.105	0.45
13062	12462	0.359	0.098	0.46
70	4122	0.359	0.126	0.37
805	9564	0.359	0.077	0.50
6847	7591	0.359	0.102	0.75
858	9572	0.359	0.149	0.47
1088	10931	0.359	0.091	0.56
3796	204	0.359	0.133	0.66
197	9390	0.359	0.302	0.48
13337	13042	0.359	0.081	0.52
9825	7675	0.359	0.302	0.50
8188	10959	0.359	0.131	0.80
5734	8470	0.358	0.206	0.61
9326	12549	0.358	0.131	0.39
11188	351	0.358	0.143	0.48
1007	13447	0.358	0.079	0.79
1043	13887	0.358	0.072	0.42
10412	5943	0.358	0.272	0.50
13448	12615	0.358	0.160	0.61
8212	11149	0.358	0.072	0.59
13041	7975	0.358	0.264	0.45
800	13021	0.358	0.172	0.86
800	10931	0.358	0.072	0.67
12461	13337	0.358	0.197	0.53
11726	8909	0.358	0.092	0.44
9714	9931	0.358	0.241	0.59
8696	9571	0.358	0.086	0.38
10008	8910	0.358	0.078	0.44
7891	11009	0.358	0.229	0.36
11628	12802	0.358	0.084	0.40
12203	13886	0.357	0.127	0.32
9740	8990	0.357	0.110	0.64
9564	13903	0.357	0.126	0.39
12354	8660	0.357	0.142	0.59
1014	6156	0.357	0.142	0.69
11286	13133	0.357	0.254	0.82
7736	12615	0.357	0.115	0.46
9571	13041	0.357	0.111	0.48
13183	8735	0.357	0.208	0.36
1007	7735	0.357	0.195	0.51
6583	3661	0.357	0.074	0.56
11555	11282	0.357	0.095	0.39
1010	9958	0.357	0.249	0.37
11273	12789	0.357	0.287	0.77
6156	351	0.357	0.247	0.78
10118	7591	0.356	0.074	0.34
811	8735	0.356	0.143	0.41
11279	9564	0.356	0.100	0.53
7278	10412	0.356	0.186	0.48
7975	4153	0.356	0.071	0.40
8031	9377	0.356	0.261	0.51
8631	3661	0.356	0.288	0.39
12543	10981	0.356	0.306	0.35
13337	5943	0.356	0.090	0.61
8631	12153	0.356	0.071	0.58
7674	796	0.356	0.209	0.42
11909	9740	0.356	0.092	0.70
7706	9817	0.356	0.326	0.76
1010	12789	0.356	0.076	0.38
12543	6847	0.356	0.196	0.77
9817	9544	0.356	0.304	0.79
11272	3308	0.356	0.133	0.77
12461	11555	0.356	0.218	0.39
11279	9070	0.356	0.256	0.50
13287	1573	0.355	0.071	0.68
11624	11555	0.355	0.183	0.67
13378	13220	0.355	0.071	0.47
1019	2109	0.355	0.106	0.28
9390	12820	0.355	0.232	0.40
10008	2109	0.355	0.131	0.48
6557	2109	0.355	0.071	0.56
6944	9683	0.355	0.071	0.70
7706	451	0.355	0.288	0.76
9825	12155	0.355	0.189	0.54
10989	10959	0.355	0.081	0.73
8367	10997	0.355	0.249	0.34
11188	12523	0.355	0.071	0.57
13881	7278	0.355	0.189	0.46
13021	9046	0.354	0.100	0.64
9377	3461	0.354	0.125	0.47
5627	10981	0.354	0.208	0.58
40	8967	0.354	0.138	0.37
10320	7278	0.354	0.219	0.34
12461	9564	0.354	0.141	0.33
458	9825	0.354	0.305	0.59
9046	10982	0.354	0.137	0.50
10498	12462	0.354	0.119	0.56
197	12789	0.354	0.221	0.49
13217	12154	0.354	0.071	0.51
9041	12461	0.353	0.100	0.52
13133	13886	0.353	0.166	0.69
11279	351	0.353	0.241	0.63
8031	12549	0.353	0.236	0.36
5943	806	0.353	0.118	0.58
750	4774	0.353	0.071	0.67
8321	3333	0.353	0.117	0.73
11904	7202	0.353	0.071	0.60
8202	3308	0.353	0.310	0.40
11555	12819	0.353	0.179	0.43
1015	13448	0.353	0.187	0.50
7735	12461	0.353	0.305	0.51
11341	13378	0.353	0.144	0.69
1015	13133	0.353	0.148	0.66
11275	7821	0.352	0.070	0.52
1009	12862	0.352	0.085	0.67
13287	1011	0.352	0.070	0.73
9376	5943	0.352	0.122	0.52
10008	8315	0.352	0.196	0.45
8031	12167	0.352	0.113	0.33
9390	12153	0.352	0.240	0.56
9390	9552	0.352	0.228	0.43
8031	13448	0.352	0.178	0.66
1009	9326	0.352	0.091	0.64
8631	3953	0.352	0.326	0.39
458	12819	0.352	0.251	0.45
8090	7735	0.352	0.070	0.49
10989	8909	0.352	0.070	0.43
7835	7659	0.352	0.103	0.32
4153	12549	0.351	0.107	0.46
12399	13905	0.351	0.315	0.37
8696	7446	0.351	0.270	0.38
11272	7202	0.351	0.267	0.69
7975	10997	0.351	0.144	0.46
11826	13881	0.351	0.105	0.32
9390	9825	0.351	0.226	0.55
11909	9931	0.351	0.332	0.70
13133	3953	0.351	0.240	0.71
7278	8909	0.351	0.127	0.52
9377	11149	0.351	0.238	0.45
2109	1088	0.351	0.242	0.57
9390	11282	0.351	0.244	0.39
9247	204	0.351	0.192	0.44
7430	7591	0.351	0.100	0.64
13103	7659	0.351	0.141	0.36
7706	10958	0.351	0.318	0.69
3953	7835	0.351	0.326	0.39
11009	13887	0.351	0.208	0.46
451	7446	0.351	0.071	0.48
10412	13886	0.351	0.146	0.47
1010	13903	0.351	0.111	0.40
11279	11280	0.351	0.233	0.59
11061	11281	0.351	0.094	0.73
7706	9041	0.351	0.070	0.64
12862	4277	0.350	0.070	0.68
805	7835	0.350	0.109	0.51
40	5734	0.350	0.167	0.43
9740	4153	0.350	0.331	0.51
10320	13337	0.350	0.228	0.54
9376	204	0.350	0.226	0.42
9390	289	0.350	0.262	0.49
12615	7202	0.350	0.297	0.29
8895	9552	0.350	0.218	0.53
7706	11062	0.350	0.279	0.70
9376	8367	0.350	0.220	0.42
8696	13133	0.350	0.230	0.73
13887	13903	0.350	0.141	0.49
11273	13886	0.350	0.076	0.76
11341	12399	0.350	0.295	0.63
70	7659	0.350	0.177	0.44
13103	11281	0.350	0.148	0.83
13447	8990	0.350	0.283	0.66
7891	158	0.350	0.251	0.57
10531	5627	0.350	0.200	0.60
7430	70	0.350	0.151	0.39
7735	13337	0.349	0.105	0.43
13133	4868	0.349	0.085	0.69
458	10118	0.349	0.305	0.36
8188	8577	0.349	0.173	0.62
3111	12789	0.349	0.175	0.46
11951	9326	0.349	0.202	0.35
10957	9571	0.349	0.194	0.67
70	3075	0.349	0.112	0.38
5755	7659	0.349	0.079	0.42
800	12900	0.349	0.077	0.69
7278	13133	0.349	0.128	0.72
197	9376	0.349	0.319	0.48
11062	11904	0.348	0.257	0.31
9247	12462	0.348	0.308	0.48
10930	6683	0.348	0.237	0.50
7835	8910	0.348	0.070	0.38
3373	6216	0.348	0.070	0.71
9070	351	0.348	0.070	0.46
9247	721	0.348	0.281	0.44
10498	8321	0.348	0.070	0.59
8735	2109	0.348	0.113	0.61
3373	5755	0.348	0.267	0.77
458	796	0.348	0.070	0.43
13183	12461	0.348	0.260	0.40
5943	1210	0.348	0.199	0.52
9817	721	0.348	0.100	0.55
9390	9571	0.348	0.280	0.35
11277	8367	0.348	0.165	0.44
11273	1015	0.348	0.099	0.66
5734	158	0.347	0.305	0.54
9740	6557	0.347	0.168	0.54
6156	3111	0.347	0.200	0.68
9	12153	0.347	0.071	0.62
8162	13934	0.347	0.171	0.43
12461	7736	0.347	0.326	0.47
10498	158	0.347	0.139	0.61
805	12077	0.347	0.193	0.45
1548	2109	0.347	0.129	0.53
8173	8038	0.347	0.268	0.55
551	3308	0.347	0.155	0.44
11624	10320	0.347	0.220	0.53
8202	9714	0.347	0.149	0.71
8735	8660	0.347	0.171	0.34
70	9552	0.346	0.069	0.37
13447	8620	0.346	0.153	0.77
13905	10531	0.346	0.228	0.67
3075	13378	0.346	0.131	0.50
811	12789	0.346	0.275	0.36
8173	12789	0.346	0.309	0.41
8212	7278	0.346	0.111	0.40
10605	351	0.346	0.069	0.43
11279	11286	0.346	0.300	0.65
9390	158	0.346	0.284	0.50
8202	11956	0.346	0.099	0.52
11951	9552	0.346	0.082	0.38
9185	11149	0.346	0.069	0.51
8895	811	0.346	0.157	0.40
12862	13337	0.346	0.114	0.54
13448	806	0.346	0.209	0.56
8735	11149	0.346	0.304	0.64
6939	4122	0.346	0.122	0.68
12523	8367	0.345	0.169	0.55
11277	11281	0.345	0.236	0.33
9683	12789	0.345	0.101	0.49
13133	487	0.345	0.130	0.71
796	1010	0.345	0.275	0.36
10982	8990	0.345	0.219	0.48
996	10281	0.345	0.137	0.69
11280	351	0.345	0.212	0.47
3461	13447	0.345	0.202	0.62
11248	10959	0.345	0.069	0.77
11274	10958	0.345	0.199	0.63
1959	892	0.345	0.120	0.51
10957	12900	0.344	0.213	0.68
9070	9376	0.344	0.069	0.44
7659	7603	0.344	0.233	0.46
811	12364	0.344	0.175	0.30
13905	9376	0.344	0.261	0.40
11951	9825	0.344	0.069	0.59
12615	8038	0.344	0.221	0.62
7674	13133	0.344	0.181	0.69
8967	996	0.344	0.100	0.41
13887	8909	0.344	0.137	0.50
10118	13934	0.344	0.165	0.44
6683	13447	0.344	0.135	0.64
8990	9958	0.344	0.190	0.44
9571	7975	0.344	0.189	0.38
9571	11149	0.344	0.143	0.58
12399	13133	0.343	0.203	0.76
8188	1010	0.343	0.257	0.41
11951	70	0.343	0.069	0.43
11628	2109	0.343	0.074	0.60
8038	7975	0.343	0.079	0.51
3111	12549	0.343	0.069	0.44
13287	7659	0.343	0.168	0.45
7278	7202	0.343	0.181	0.31
4153	8909	0.343	0.282	0.40
8202	12077	0.343	0.073	0.37
13448	8367	0.343	0.119	0.54
4868	10981	0.343	0.132	0.37
7659	13378	0.343	0.231	0.47
7674	11009	0.343	0.152	0.37
4122	9624	0.343	0.178	0.56
1003	3661	0.343	0.210	0.50
10981	12155	0.343	0.217	0.53
10008	8909	0.342	0.113	0.47
7675	12523	0.342	0.110	0.57
11555	8735	0.342	0.172	0.35
12543	551	0.342	0.068	0.38
7736	4868	0.342	0.187	0.43
12615	1573	0.342	0.115	0.69
548	12549	0.342	0.110	0.70
8090	4122	0.342	0.201	0.33
5734	10981	0.342	0.217	0.45
800	9931	0.342	0.297	0.68
11149	8629	0.342	0.181	0.47
11188	10412	0.342	0.068	0.43
11624	6583	0.342	0.100	0.51
9185	8629	0.342	0.068	0.43
12523	10982	0.342	0.320	0.55
11274	12523	0.342	0.076	0.74
6557	11009	0.342	0.151	0.37
11188	11555	0.341	0.068	0.36
10412	8910	0.341	0.160	0.43
919	7278	0.341	0.068	0.48
11273	11956	0.341	0.221	0.69
9377	4153	0.341	0.068	0.46
11280	4122	0.341	0.068	0.50
800	7603	0.341	0.118	0.70
9046	1010	0.341	0.251	0.69
8126	6472	0.341	0.209	0.57
11300	6939	0.341	0.128	0.67
