i	j	iLIS_best	iLIS_avg	ipTM_best
6903	12712	0.468	0.197	0.54
5929	13323	0.468	0.356	0.71
11606	1961	0.468	0.156	0.51
841	4543	0.468	0.125	0.64
11956	5046	0.468	0.094	0.73
6698	5299	0.468	0.175	0.68
11605	6064	0.468	0.094	0.77
2714	8269	0.468	0.166	0.61
11624	6391	0.468	0.187	0.64
4466	854	0.468	0.031	0.75
572	3241	0.468	0.055	0.69
12982	11581	0.468	0.338	0.64
9412	4648	0.468	0.059	0.77
82	2144	0.468	0.126	0.64
1478	3979	0.468	0.098	0.69
8046	4889	0.468	0.163	0.67
2714	6142	0.468	0.128	0.45
359	4024	0.468	0.065	0.49
7475	517	0.468	0.023	0.65
13217	91	0.468	0.233	0.61
12267	4691	0.468	0.220	0.60
4856	634	0.468	0.042	0.51
4529	13475	0.468	0.060	0.70
1905	4856	0.468	0.029	0.62
3360	9188	0.468	0.181	0.62
8045	11160	0.468	0.076	0.79
11253	1189	0.468	0.106	0.72
8561	2026	0.468	0.188	0.70
4764	854	0.468	0.058	0.80
4697	5117	0.468	0.173	0.66
10607	1415	0.468	0.135	0.84
9202	10791	0.468	0.194	0.68
2516	13050	0.468	0.224	0.68
3442	5071	0.468	0.271	0.73
7964	7691	0.468	0.135	0.62
11253	5751	0.468	0.076	0.72
12205	886	0.468	0.351	0.37
6576	13718	0.468	0.176	0.65
10351	3975	0.468	0.282	0.75
2927	8428	0.468	0.337	0.71
12717	10747	0.468	0.103	0.43
10605	5815	0.468	0.298	0.63
5586	9258	0.468	0.047	0.72
12267	11161	0.468	0.282	0.61
8374	5331	0.468	0.205	0.77
6683	12715	0.468	0.165	0.76
13692	6672	0.468	0.094	0.68
1253	10427	0.468	0.333	0.71
10930	10429	0.468	0.139	0.71
7201	2400	0.468	0.198	0.64
284	5158	0.468	0.402	0.62
11602	1509	0.468	0.420	0.42
3236	9953	0.468	0.110	0.59
12205	6108	0.468	0.251	0.54
8997	5226	0.468	0.143	0.33
6143	859	0.468	0.089	0.74
2256	2062	0.468	0.128	0.79
12723	7696	0.468	0.183	0.66
10446	1615	0.467	0.182	0.69
2265	10436	0.467	0.450	0.81
8425	11152	0.467	0.070	0.67
3546	5299	0.467	0.105	0.71
517	10721	0.467	0.218	0.73
9412	5070	0.467	0.101	0.70
1319	806	0.467	0.206	0.73
11253	4027	0.467	0.030	0.77
7602	2180	0.467	0.093	0.80
12412	13323	0.467	0.135	0.76
2062	3191	0.467	0.093	0.77
8626	9188	0.467	0.093	0.59
5586	4124	0.467	0.073	0.75
5586	10488	0.467	0.049	0.61
517	3916	0.467	0.093	0.67
9657	12894	0.467	0.158	0.63
11297	10369	0.467	0.159	0.81
8561	4284	0.467	0.259	0.59
12203	6613	0.467	0.131	0.49
6142	3404	0.467	0.242	0.68
3546	5229	0.467	0.145	0.66
8631	3821	0.467	0.080	0.75
10593	4856	0.467	0.050	0.40
7475	1052	0.467	0.041	0.61
8997	10588	0.467	0.233	0.70
7964	4391	0.467	0.186	0.76
3468	10441	0.467	0.359	0.79
1279	1478	0.467	0.197	0.71
8444	9488	0.467	0.265	0.67
11956	10727	0.467	0.093	0.71
2108	10427	0.467	0.225	0.78
12788	12894	0.467	0.065	0.43
12967	3879	0.467	0.032	0.70
11253	5013	0.467	0.087	0.50
11242	10444	0.467	0.262	0.79
9202	4902	0.467	0.093	0.70
13948	806	0.467	0.268	0.78
8631	13181	0.467	0.131	0.75
13942	13050	0.467	0.323	0.76
10710	572	0.467	0.067	0.59
13875	10586	0.467	0.212	0.65
12740	8217	0.467	0.186	0.78
8720	9445	0.467	0.093	0.68
2343	10427	0.467	0.352	0.73
12203	4367	0.467	0.318	0.62
8549	4815	0.467	0.261	0.48
8072	10612	0.467	0.064	0.65
13287	10716	0.467	0.093	0.70
10592	257	0.467	0.125	0.78
841	5266	0.467	0.161	0.69
10487	7475	0.467	0.077	0.44
10743	11127	0.467	0.093	0.77
2299	12689	0.467	0.101	0.68
4889	9188	0.467	0.156	0.60
8549	4482	0.467	0.093	0.37
3974	13749	0.467	0.109	0.37
8997	961	0.467	0.336	0.34
12699	806	0.467	0.290	0.61
284	4229	0.467	0.243	0.69
6785	264	0.467	0.332	0.69
1748	4590	0.467	0.046	0.55
359	321	0.467	0.126	0.80
5752	577	0.467	0.180	0.58
8218	4363	0.467	0.070	0.70
11253	5163	0.467	0.026	0.63
6142	1701	0.467	0.047	0.66
6784	8997	0.467	0.129	0.25
1405	4697	0.467	0.047	0.65
7081	5586	0.467	0.158	0.65
8631	4344	0.467	0.151	0.73
6656	9052	0.467	0.049	0.67
8375	6516	0.467	0.031	0.71
5826	7696	0.467	0.188	0.74
6142	13940	0.467	0.179	0.64
3657	6698	0.467	0.355	0.56
3991	10800	0.467	0.093	0.53
9476	4336	0.467	0.073	0.79
5586	1435	0.467	0.122	0.60
12388	13475	0.467	0.031	0.63
13287	6585	0.467	0.117	0.73
12203	4571	0.467	0.357	0.59
8219	3495	0.467	0.149	0.74
10630	3023	0.467	0.169	0.64
10883	264	0.467	0.376	0.71
12976	7050	0.467	0.287	0.67
9013	1351	0.467	0.227	0.76
7450	11827	0.467	0.161	0.19
9412	3927	0.467	0.343	0.45
10607	12754	0.467	0.184	0.82
1826	13323	0.467	0.177	0.32
13855	2113	0.467	0.128	0.43
2721	11125	0.467	0.133	0.72
2824	2667	0.467	0.124	0.44
7145	8269	0.467	0.050	0.70
13855	641	0.467	0.252	0.54
1320	12894	0.467	0.173	0.54
4436	4856	0.467	0.020	0.64
2279	8219	0.467	0.179	0.75
9040	3466	0.467	0.093	0.76
3953	2570	0.467	0.054	0.63
9953	5935	0.467	0.081	0.57
7129	8269	0.467	0.079	0.57
10605	474	0.467	0.302	0.67
7685	3025	0.467	0.050	0.73
662	5341	0.467	0.172	0.62
5693	9872	0.467	0.031	0.72
12267	6549	0.467	0.300	0.71
3600	8374	0.467	0.205	0.72
7475	4001	0.467	0.045	0.74
5281	13475	0.467	0.068	0.61
1891	7928	0.466	0.171	0.78
1224	3979	0.466	0.096	0.73
298	3979	0.466	0.261	0.72
6471	1447	0.466	0.130	0.43
9412	5133	0.466	0.144	0.45
1447	12735	0.466	0.234	0.71
8631	9261	0.466	0.312	0.69
7887	8269	0.466	0.047	0.64
915	8997	0.466	0.114	0.63
8549	3514	0.466	0.099	0.55
12267	7709	0.466	0.177	0.81
8444	2786	0.466	0.226	0.50
7685	8372	0.466	0.183	0.67
5815	12224	0.466	0.333	0.62
2541	3546	0.466	0.370	0.70
13250	5239	0.466	0.188	0.58
5725	4	0.466	0.093	0.60
8217	6711	0.466	0.256	0.68
2104	13475	0.466	0.091	0.77
8046	6748	0.466	0.093	0.79
8374	4273	0.466	0.219	0.71
5586	7050	0.466	0.291	0.63
10585	8218	0.466	0.272	0.73
4782	11134	0.466	0.146	0.70
9464	1472	0.466	0.163	0.63
8088	2750	0.466	0.252	0.54
12205	5332	0.466	0.317	0.38
780	8086	0.466	0.130	0.73
12267	6711	0.466	0.171	0.57
10454	13749	0.466	0.261	0.50
10630	12342	0.466	0.047	0.53
13066	4999	0.466	0.206	0.71
8216	2115	0.466	0.093	0.67
2824	4697	0.466	0.204	0.51
165	13019	0.466	0.083	0.81
10423	12735	0.466	0.093	0.81
13903	3799	0.466	0.118	0.79
762	7696	0.466	0.062	0.65
8444	165	0.466	0.130	0.74
10443	4901	0.466	0.270	0.73
11956	2714	0.466	0.095	0.63
6076	7475	0.466	0.079	0.73
10490	10431	0.466	0.222	0.74
2503	13019	0.466	0.097	0.56
12444	1476	0.466	0.164	0.75
3695	8269	0.466	0.157	0.63
12267	10710	0.466	0.119	0.62
11606	4291	0.466	0.068	0.44
8561	2024	0.466	0.093	0.65
780	2750	0.466	0.273	0.78
13692	2428	0.466	0.093	0.74
2343	10434	0.466	0.098	0.68
9656	12894	0.466	0.144	0.62
9265	8997	0.466	0.307	0.77
11253	2133	0.466	0.121	0.68
572	3432	0.466	0.090	0.68
8088	2865	0.466	0.137	0.39
359	1768	0.466	0.058	0.31
11253	5175	0.466	0.144	0.64
11253	9526	0.466	0.045	0.68
10612	5046	0.466	0.404	0.82
8094	9413	0.466	0.312	0.62
7771	265	0.466	0.132	0.68
1813	13903	0.466	0.093	0.52
8269	5325	0.466	0.112	0.70
8375	96	0.466	0.125	0.60
1435	4856	0.466	0.051	0.60
12717	4346	0.466	0.095	0.59
8444	10588	0.466	0.209	0.60
6683	4334	0.466	0.094	0.64
8088	2162	0.466	0.192	0.49
13323	5019	0.466	0.222	0.48
9853	9268	0.466	0.163	0.76
359	9055	0.466	0.158	0.71
10445	4467	0.466	0.356	0.77
2992	806	0.466	0.093	0.57
9953	10631	0.466	0.147	0.58
12203	3068	0.466	0.283	0.65
11253	13496	0.466	0.031	0.74
4766	13323	0.466	0.166	0.48
6265	4436	0.466	0.239	0.80
661	10761	0.466	0.209	0.70
2874	7704	0.466	0.292	0.52
8549	1432	0.466	0.310	0.69
8549	11174	0.466	0.251	0.62
2899	9871	0.466	0.201	0.68
660	4697	0.466	0.151	0.61
7460	4467	0.466	0.093	0.70
12640	12894	0.466	0.254	0.51
2345	13475	0.466	0.112	0.70
11296	4367	0.466	0.162	0.79
1155	13475	0.466	0.115	0.78
3953	1101	0.466	0.054	0.56
12967	6516	0.466	0.041	0.70
12203	13094	0.466	0.301	0.69
3468	9040	0.466	0.165	0.56
10612	2953	0.466	0.193	0.88
3257	859	0.465	0.091	0.77
2297	10955	0.465	0.196	0.71
9953	3518	0.465	0.080	0.77
6577	1861	0.465	0.191	0.71
12671	9853	0.465	0.147	0.50
9028	3251	0.465	0.074	0.71
5042	13475	0.465	0.058	0.73
10742	10439	0.465	0.263	0.82
21	11152	0.465	0.116	0.52
7685	12716	0.465	0.127	0.74
8997	10941	0.465	0.242	0.76
2144	2218	0.465	0.049	0.58
3670	13749	0.465	0.220	0.70
12267	2763	0.465	0.105	0.27
12430	4697	0.465	0.057	0.70
359	10225	0.465	0.029	0.37
10439	1826	0.465	0.373	0.81
8	859	0.465	0.110	0.73
1865	8933	0.465	0.260	0.56
11253	4488	0.465	0.055	0.50
11624	2329	0.465	0.181	0.54
11606	1621	0.465	0.048	0.47
7704	3653	0.465	0.127	0.57
7786	8631	0.465	0.097	0.74
3061	4856	0.465	0.008	0.44
11956	2091	0.465	0.207	0.59
8440	8630	0.465	0.093	0.80
7487	8218	0.465	0.093	0.68
12657	1794	0.465	0.150	0.50
6273	4318	0.465	0.140	0.81
9412	4228	0.465	0.335	0.47
12193	2743	0.465	0.093	0.75
11152	3193	0.465	0.060	0.72
12109	1472	0.465	0.346	0.66
11253	4334	0.465	0.042	0.74
359	2840	0.465	0.043	0.39
8045	10707	0.465	0.076	0.69
2714	9872	0.465	0.031	0.59
2185	838	0.465	0.298	0.64
11606	3267	0.465	0.091	0.72
6577	12248	0.465	0.093	0.72
10605	747	0.465	0.385	0.54
5586	6064	0.465	0.126	0.73
8045	2574	0.465	0.176	0.70
328	7685	0.465	0.080	0.47
761	1705	0.465	0.154	0.79
12109	5594	0.465	0.093	0.75
780	92	0.465	0.112	0.65
9853	9570	0.465	0.203	0.47
7460	9259	0.465	0.093	0.74
9871	4782	0.465	0.271	0.73
12657	2392	0.465	0.117	0.50
11624	10240	0.465	0.151	0.68
8046	2497	0.465	0.277	0.70
9493	8269	0.465	0.179	0.65
8374	4555	0.465	0.173	0.68
12267	4501	0.465	0.269	0.46
6576	9858	0.465	0.319	0.54
11512	13323	0.465	0.221	0.38
8640	4120	0.465	0.180	0.73
10923	4543	0.465	0.208	0.68
11152	4598	0.465	0.101	0.75
572	13940	0.465	0.061	0.60
2175	11512	0.465	0.281	0.61
13250	10172	0.465	0.360	0.62
7109	517	0.465	0.100	0.68
12335	5042	0.465	0.093	0.71
661	5372	0.465	0.141	0.76
10430	8426	0.465	0.093	0.78
761	2826	0.465	0.288	0.81
1083	10984	0.465	0.046	0.69
6576	5262	0.465	0.151	0.68
11600	9704	0.465	0.144	0.83
9412	13491	0.465	0.280	0.49
10439	3360	0.465	0.385	0.82
6765	4856	0.465	0.140	0.72
8631	1901	0.465	0.076	0.73
11624	3446	0.465	0.256	0.80
11152	2428	0.465	0.051	0.67
10444	12248	0.465	0.127	0.80
8444	2047	0.465	0.180	0.58
8218	1340	0.465	0.096	0.68
7262	12109	0.465	0.347	0.63
13287	10130	0.465	0.246	0.61
2091	12689	0.465	0.125	0.79
5916	577	0.465	0.093	0.69
572	7993	0.465	0.296	0.65
9413	6884	0.465	0.093	0.67
11253	3761	0.465	0.028	0.64
8220	8459	0.465	0.265	0.68
8997	9205	0.465	0.169	0.69
1676	12689	0.465	0.332	0.73
13287	6451	0.465	0.229	0.61
11606	2011	0.465	0.034	0.76
9266	12335	0.465	0.112	0.78
2771	13323	0.465	0.199	0.48
12717	3514	0.465	0.117	0.50
6656	2073	0.465	0.201	0.67
4314	806	0.465	0.170	0.73
8640	1432	0.465	0.105	0.76
572	6108	0.465	0.163	0.48
8561	6054	0.465	0.093	0.80
13334	10431	0.465	0.261	0.75
11465	840	0.465	0.164	0.71
8217	5491	0.465	0.231	0.65
12205	2667	0.465	0.354	0.39
2277	13231	0.465	0.423	0.78
10439	4486	0.465	0.281	0.81
6656	6499	0.465	0.275	0.74
9256	13323	0.465	0.180	0.65
9204	6630	0.465	0.093	0.74
9412	7090	0.465	0.262	0.49
9953	13489	0.465	0.197	0.43
6642	8435	0.465	0.370	0.52
9229	7696	0.465	0.267	0.77
12267	1060	0.465	0.212	0.64
13993	4697	0.465	0.212	0.66
12335	1432	0.465	0.165	0.82
10439	5226	0.465	0.313	0.75
10607	10721	0.465	0.093	0.72
4272	806	0.465	0.188	0.75
9412	1354	0.464	0.354	0.48
2522	9401	0.464	0.376	0.57
12744	13250	0.464	0.115	0.65
2304	1447	0.464	0.192	0.52
6044	13903	0.464	0.453	0.78
7969	9040	0.464	0.093	0.78
6529	11134	0.464	0.093	0.69
659	12754	0.464	0.174	0.77
12267	8306	0.464	0.033	0.42
11080	12752	0.464	0.161	0.72
9729	3979	0.464	0.325	0.75
12193	12717	0.464	0.093	0.37
1827	1210	0.464	0.407	0.43
9464	10751	0.464	0.093	0.64
10610	633	0.464	0.101	0.74
13250	5512	0.464	0.307	0.76
2824	3266	0.464	0.157	0.55
6746	13250	0.464	0.252	0.84
13945	4856	0.464	0.066	0.74
11647	9445	0.464	0.266	0.60
7135	10427	0.464	0.167	0.67
9067	10436	0.464	0.116	0.75
10425	3562	0.464	0.264	0.71
841	6471	0.464	0.129	0.47
9697	9953	0.464	0.074	0.75
3876	9188	0.464	0.093	0.66
9412	3575	0.464	0.310	0.48
4338	9598	0.464	0.113	0.68
10172	13050	0.464	0.347	0.32
10630	13942	0.464	0.175	0.68
10609	5362	0.464	0.163	0.81
6338	2364	0.464	0.271	0.71
9476	1694	0.464	0.115	0.69
572	9256	0.464	0.112	0.71
6049	1051	0.464	0.252	0.78
13634	5267	0.464	0.280	0.70
13358	662	0.464	0.132	0.58
6576	5372	0.464	0.109	0.50
9412	4436	0.464	0.068	0.61
13217	4393	0.464	0.086	0.64
572	3877	0.464	0.077	0.51
5586	6302	0.464	0.125	0.64
8220	12411	0.464	0.185	0.57
1629	13323	0.464	0.088	0.50
8997	4075	0.464	0.235	0.69
3223	10434	0.464	0.093	0.83
8218	2901	0.464	0.052	0.77
7201	5204	0.464	0.128	0.67
660	8678	0.464	0.189	0.66
11253	1214	0.464	0.020	0.79
8444	9692	0.464	0.138	0.69
10607	7883	0.464	0.304	0.76
7195	10351	0.464	0.209	0.79
10610	4103	0.464	0.108	0.73
1634	10438	0.464	0.161	0.74
6656	3068	0.464	0.068	0.73
9464	3821	0.464	0.121	0.65
10884	12894	0.464	0.283	0.68
8426	806	0.464	0.172	0.56
10439	5139	0.464	0.419	0.80
11253	4356	0.464	0.047	0.72
7928	12377	0.464	0.089	0.67
577	11079	0.464	0.112	0.50
4370	854	0.464	0.031	0.76
7201	5168	0.464	0.123	0.64
10428	8459	0.464	0.302	0.77
13287	9261	0.464	0.078	0.69
10610	12372	0.464	0.082	0.65
10608	1480	0.464	0.115	0.68
10739	13050	0.464	0.253	0.62
10609	12368	0.464	0.046	0.65
11253	3818	0.464	0.039	0.64
6236	7713	0.464	0.093	0.64
8267	11134	0.464	0.085	0.75
10763	10424	0.464	0.338	0.63
6920	7929	0.464	0.079	0.74
13855	8536	0.464	0.193	0.74
13287	5530	0.464	0.151	0.57
7685	5222	0.464	0.034	0.63
10439	7119	0.464	0.346	0.82
6064	3842	0.464	0.095	0.69
12203	4573	0.464	0.057	0.51
8631	13291	0.464	0.068	0.60
5829	681	0.464	0.333	0.57
7685	12325	0.464	0.031	0.68
11606	2541	0.464	0.205	0.62
6683	1213	0.464	0.177	0.68
1359	8269	0.464	0.092	0.62
572	2763	0.464	0.113	0.22
9028	8459	0.464	0.165	0.62
572	6551	0.464	0.088	0.37
3257	8640	0.464	0.281	0.79
11134	9432	0.464	0.107	0.61
8155	4742	0.464	0.107	0.53
7122	4252	0.464	0.188	0.70
11253	2907	0.464	0.082	0.58
13217	3630	0.464	0.208	0.76
11581	2179	0.464	0.367	0.56
5586	12713	0.464	0.122	0.43
10585	7696	0.464	0.137	0.74
10923	1726	0.464	0.188	0.67
10453	806	0.464	0.182	0.47
297	7475	0.464	0.044	0.74
10608	9700	0.464	0.093	0.80
359	4338	0.464	0.312	0.80
12444	2407	0.464	0.331	0.64
7475	6556	0.464	0.211	0.60
8218	3961	0.464	0.105	0.56
7964	10763	0.464	0.046	0.55
2341	13323	0.464	0.085	0.43
1279	7158	0.464	0.266	0.69
1297	3842	0.464	0.157	0.56
4716	13019	0.464	0.046	0.74
10954	453	0.464	0.164	0.66
1478	806	0.464	0.154	0.70
780	3520	0.464	0.093	0.79
7685	1434	0.464	0.047	0.52
284	6082	0.463	0.093	0.75
2944	7832	0.463	0.210	0.76
12335	6108	0.463	0.302	0.54
661	4024	0.463	0.113	0.76
838	4564	0.463	0.099	0.66
10444	4000	0.463	0.237	0.78
7685	9199	0.463	0.031	0.70
231	1574	0.463	0.113	0.70
2175	4606	0.463	0.102	0.62
7242	13903	0.463	0.093	0.78
12657	3195	0.463	0.093	0.69
6770	8269	0.463	0.132	0.64
6142	4344	0.463	0.111	0.72
8631	3717	0.463	0.062	0.64
8631	5585	0.463	0.031	0.67
13250	2286	0.463	0.267	0.41
2062	7970	0.463	0.093	0.81
9203	9051	0.463	0.336	0.66
9464	4889	0.463	0.152	0.51
4704	12689	0.463	0.101	0.73
8967	142	0.463	0.093	0.76
3615	4856	0.463	0.036	0.63
13323	12394	0.463	0.371	0.69
10369	8217	0.463	0.100	0.77
13692	9919	0.463	0.125	0.60
8375	12645	0.463	0.054	0.79
6683	3555	0.463	0.123	0.55
9203	5139	0.463	0.250	0.58
7460	4336	0.463	0.225	0.71
7685	6256	0.463	0.043	0.61
1251	13105	0.463	0.280	0.57
2625	10432	0.463	0.205	0.73
2484	8218	0.463	0.223	0.65
12203	9520	0.463	0.116	0.45
231	2396	0.463	0.109	0.63
9623	3546	0.463	0.033	0.69
13891	8269	0.463	0.128	0.70
11253	1783	0.463	0.037	0.47
13408	6334	0.463	0.093	0.81
659	7638	0.463	0.130	0.81
13707	4697	0.463	0.121	0.65
5979	8269	0.463	0.107	0.62
4590	5132	0.463	0.145	0.77
10738	1447	0.463	0.117	0.64
13287	4263	0.463	0.099	0.71
10946	2443	0.463	0.093	0.72
8218	12371	0.463	0.186	0.52
10425	3786	0.463	0.139	0.76
10439	7691	0.463	0.244	0.72
3546	5334	0.463	0.109	0.69
12848	4835	0.463	0.177	0.81
11253	3648	0.463	0.045	0.68
2492	7696	0.463	0.076	0.78
11600	5440	0.463	0.068	0.48
2144	4758	0.463	0.092	0.60
1279	12393	0.463	0.186	0.67
11152	4417	0.463	0.060	0.72
13287	6711	0.463	0.064	0.48
5115	5829	0.463	0.259	0.64
2175	4782	0.463	0.171	0.72
12894	3592	0.463	0.133	0.53
12267	6776	0.463	0.138	0.68
2699	13323	0.463	0.120	0.40
3879	10351	0.463	0.076	0.72
7475	2492	0.463	0.071	0.81
8218	4467	0.463	0.056	0.74
3979	5531	0.463	0.230	0.52
8440	6511	0.463	0.193	0.74
12267	8457	0.463	0.117	0.60
3953	8627	0.463	0.431	0.67
13855	1962	0.463	0.222	0.38
13323	5175	0.463	0.267	0.61
4418	4856	0.463	0.065	0.40
572	6499	0.463	0.046	0.62
6287	1351	0.463	0.191	0.73
11624	2256	0.463	0.126	0.63
8218	4311	0.463	0.080	0.67
6903	1319	0.463	0.321	0.60
13217	5230	0.463	0.082	0.56
13298	7696	0.463	0.052	0.68
2874	4901	0.463	0.112	0.78
6683	1785	0.463	0.153	0.44
7889	12894	0.463	0.177	0.59
12894	3717	0.463	0.222	0.42
12657	5277	0.463	0.216	0.66
3499	8269	0.463	0.059	0.63
859	9050	0.463	0.106	0.45
12365	13648	0.463	0.111	0.75
12689	4290	0.463	0.217	0.60
11606	3961	0.463	0.110	0.49
13634	3518	0.463	0.108	0.73
5829	13940	0.463	0.093	0.63
660	3232	0.463	0.098	0.58
10444	9263	0.463	0.440	0.76
780	3975	0.463	0.220	0.65
1352	4252	0.463	0.093	0.71
10351	3495	0.463	0.046	0.77
2947	4856	0.463	0.115	0.48
3463	4590	0.463	0.067	0.77
9412	2204	0.463	0.197	0.47
13993	9412	0.463	0.086	0.72
11606	1844	0.463	0.093	0.53
8640	5362	0.463	0.093	0.75
10608	5341	0.463	0.100	0.69
517	10425	0.463	0.300	0.74
7262	9953	0.463	0.118	0.53
8549	1075	0.463	0.395	0.69
7153	13323	0.463	0.242	0.45
9505	13518	0.463	0.116	0.69
11296	7686	0.463	0.132	0.66
572	12714	0.463	0.045	0.62
8640	5163	0.463	0.093	0.66
572	9225	0.463	0.159	0.58
12444	4065	0.462	0.206	0.64
6334	2744	0.462	0.220	0.80
13287	283	0.462	0.171	0.64
12967	1995	0.462	0.165	0.54
7475	1508	0.462	0.032	0.26
3842	4120	0.462	0.098	0.43
11152	10735	0.462	0.045	0.67
3863	8269	0.462	0.283	0.77
7584	572	0.462	0.035	0.64
10431	2026	0.462	0.256	0.73
9464	6915	0.462	0.248	0.63
780	2034	0.462	0.296	0.70
3338	9412	0.462	0.372	0.50
13287	6088	0.462	0.048	0.69
5586	10597	0.462	0.092	0.70
4590	6882	0.462	0.036	0.73
8997	6084	0.462	0.305	0.71
8361	3979	0.462	0.112	0.69
12205	2260	0.462	0.237	0.33
13634	4311	0.462	0.171	0.69
11129	4024	0.462	0.180	0.67
3518	7929	0.462	0.059	0.73
6903	4263	0.462	0.092	0.69
4697	872	0.462	0.052	0.68
7898	4978	0.462	0.248	0.71
12967	3251	0.462	0.159	0.62
11956	10729	0.462	0.360	0.70
2175	5093	0.462	0.092	0.60
2382	13050	0.462	0.339	0.78
1891	10435	0.462	0.267	0.84
359	269	0.462	0.121	0.70
572	2288	0.462	0.129	0.40
10608	13202	0.462	0.287	0.69
7244	7696	0.462	0.152	0.72
7821	4025	0.462	0.121	0.68
2201	10984	0.462	0.116	0.70
12967	1753	0.462	0.088	0.71
10930	6275	0.462	0.085	0.77
8155	13517	0.462	0.092	0.65
11253	2204	0.462	0.064	0.62
9188	5469	0.462	0.342	0.58
12246	7696	0.462	0.046	0.78
2516	4856	0.462	0.179	0.75
8126	9017	0.462	0.367	0.75
6422	7475	0.462	0.247	0.79
10431	4274	0.462	0.250	0.78
5345	13475	0.462	0.130	0.66
13855	4060	0.462	0.277	0.73
6917	11152	0.462	0.051	0.65
12657	4349	0.462	0.351	0.78
3953	12675	0.462	0.173	0.62
6555	854	0.462	0.044	0.76
6698	5773	0.462	0.293	0.41
761	5600	0.462	0.126	0.75
3084	13475	0.462	0.072	0.64
2067	9188	0.462	0.140	0.65
9953	11627	0.462	0.160	0.40
12976	968	0.462	0.233	0.59
1351	4637	0.462	0.268	0.57
858	4354	0.462	0.114	0.71
7629	4371	0.462	0.060	0.76
659	10588	0.462	0.321	0.66
11134	4639	0.462	0.121	0.55
13695	13323	0.462	0.046	0.54
11253	4230	0.462	0.057	0.61
2874	12785	0.462	0.252	0.57
12657	10239	0.462	0.228	0.54
7091	9953	0.462	0.113	0.39
6265	10369	0.462	0.180	0.83
13323	5266	0.462	0.149	0.70
4697	1901	0.462	0.052	0.69
13287	3267	0.462	0.259	0.67
1279	2221	0.462	0.149	0.76
10946	3657	0.462	0.286	0.62
7701	6142	0.462	0.265	0.26
6916	13231	0.462	0.092	0.67
9412	3576	0.462	0.237	0.48
13692	2628	0.462	0.132	0.70
2426	13518	0.462	0.355	0.52
10428	3517	0.462	0.230	0.80
3835	4252	0.462	0.092	0.64
9871	4714	0.462	0.112	0.77
572	3779	0.462	0.090	0.38
2213	7789	0.462	0.098	0.70
8155	4277	0.462	0.092	0.73
8220	7139	0.462	0.340	0.70
9953	6073	0.462	0.161	0.50
4118	13475	0.462	0.119	0.66
6683	1365	0.462	0.106	0.60
8218	6549	0.462	0.061	0.70
572	7129	0.462	0.098	0.56
7987	11128	0.462	0.104	0.76
8088	2226	0.462	0.160	0.21
1279	12377	0.462	0.237	0.77
8375	10721	0.462	0.083	0.66
7881	9464	0.462	0.104	0.69
8218	2382	0.462	0.046	0.74
8549	1621	0.462	0.092	0.27
11125	5353	0.462	0.061	0.66
12657	13504	0.462	0.092	0.51
4697	13323	0.462	0.223	0.42
12894	4953	0.462	0.120	0.40
1705	3979	0.462	0.197	0.64
577	13779	0.462	0.262	0.55
9203	1530	0.462	0.103	0.60
8444	6785	0.462	0.199	0.53
1447	9927	0.462	0.182	0.60
11253	10883	0.462	0.100	0.71
9204	9841	0.462	0.173	0.61
2824	1157	0.462	0.197	0.74
8045	6007	0.462	0.023	0.64
11956	13503	0.462	0.152	0.55
2824	5313	0.462	0.143	0.28
8631	298	0.462	0.076	0.69
4697	5248	0.462	0.055	0.64
7685	1530	0.461	0.031	0.49
13287	5826	0.461	0.064	0.74
9476	4223	0.461	0.014	0.73
7789	5027	0.461	0.100	0.64
13019	9047	0.461	0.102	0.56
2824	4525	0.461	0.378	0.36
8220	2758	0.461	0.092	0.60
7832	3705	0.461	0.084	0.56
2874	10233	0.461	0.092	0.56
1753	577	0.461	0.092	0.57
6916	10425	0.461	0.057	0.78
12203	5002	0.461	0.048	0.43
8088	6082	0.461	0.295	0.63
6903	1914	0.461	0.092	0.67
5586	6884	0.461	0.227	0.75
284	3600	0.461	0.205	0.70
9697	10984	0.461	0.143	0.74
8444	3835	0.461	0.260	0.62
1494	12894	0.461	0.104	0.65
2897	3653	0.461	0.375	0.69
572	1962	0.461	0.050	0.36
4903	9445	0.461	0.228	0.67
8967	13829	0.461	0.161	0.52
11605	2522	0.461	0.248	0.59
858	6409	0.461	0.185	0.38
11133	1472	0.461	0.095	0.69
8444	10600	0.461	0.345	0.52
10930	8340	0.461	0.154	0.59
10439	2212	0.461	0.315	0.85
8374	4758	0.461	0.235	0.70
4287	13050	0.461	0.146	0.28
80	12848	0.461	0.092	0.66
6577	11025	0.461	0.218	0.59
10609	2180	0.461	0.284	0.73
5266	7696	0.461	0.207	0.82
6265	4314	0.461	0.304	0.75
572	9516	0.461	0.096	0.42
12657	9641	0.461	0.352	0.48
6273	3662	0.461	0.294	0.77
12203	1340	0.461	0.100	0.64
1813	9953	0.461	0.094	0.50
517	6614	0.461	0.184	0.78
12203	11175	0.461	0.188	0.70
11606	7970	0.461	0.073	0.79
10422	4065	0.461	0.133	0.77
12976	969	0.461	0.230	0.61
6876	7696	0.461	0.129	0.79
12848	2975	0.461	0.203	0.76
631	13749	0.461	0.092	0.48
7928	6365	0.461	0.048	0.71
9412	11151	0.461	0.342	0.56
572	2885	0.461	0.139	0.64
