i	j	iLIS_best	iLIS_avg	ipTM_best
110	11515	0.526	0.105	0.89
12509	13337	0.526	0.308	0.60
11995	12076	0.526	0.105	0.59
709	12531	0.526	0.368	0.65
12776	126	0.525	0.513	0.63
12194	300	0.525	0.337	0.28
8360	11857	0.525	0.515	0.90
11322	12332	0.525	0.365	0.62
11746	11208	0.525	0.438	0.88
39	2491	0.525	0.184	0.56
7489	7490	0.525	0.512	0.63
13889	8230	0.525	0.427	0.79
9989	4694	0.525	0.517	0.74
7170	12286	0.525	0.442	0.38
13646	7676	0.525	0.205	0.44
8202	12924	0.525	0.484	0.68
8615	7219	0.525	0.502	0.58
108	10273	0.525	0.470	0.85
12499	9989	0.525	0.511	0.87
8037	2602	0.524	0.492	0.57
11395	13980	0.524	0.453	0.82
407	4400	0.524	0.472	0.79
1040	1034	0.524	0.468	0.42
11747	11881	0.524	0.373	0.88
2953	11623	0.524	0.292	0.92
7666	7669	0.524	0.466	0.74
11293	713	0.524	0.507	0.50
11830	11378	0.524	0.472	0.81
7529	7524	0.524	0.303	0.61
768	7953	0.524	0.510	0.47
10121	1085	0.523	0.515	0.37
12005	12063	0.523	0.497	0.67
998	179	0.523	0.105	0.77
13767	8651	0.523	0.492	0.39
50	9307	0.523	0.351	0.71
7610	73	0.523	0.105	0.28
12643	13405	0.523	0.480	0.50
12499	6231	0.523	0.517	0.84
9941	12110	0.522	0.495	0.75
9301	7832	0.522	0.256	0.26
1020	2997	0.522	0.280	0.71
8576	10540	0.522	0.423	0.56
12447	633	0.522	0.514	0.56
11017	13480	0.522	0.482	0.30
9770	11	0.522	0.473	0.77
9570	9573	0.522	0.315	0.50
586	10885	0.522	0.498	0.71
11264	9024	0.522	0.174	0.26
11108	7428	0.522	0.398	0.84
9476	6945	0.522	0.361	0.42
12440	9010	0.522	0.503	0.82
8056	7823	0.522	0.425	0.49
7602	13648	0.522	0.499	0.80
7506	7505	0.521	0.310	0.34
2	759	0.521	0.334	0.74
11909	13784	0.521	0.112	0.80
7943	7018	0.521	0.104	0.24
7481	10621	0.521	0.499	0.47
11972	11989	0.521	0.496	0.54
11975	11998	0.521	0.500	0.63
8017	1021	0.521	0.448	0.83
7816	9648	0.521	0.513	0.91
11395	11213	0.521	0.482	0.89
12063	11994	0.521	0.206	0.67
10371	10354	0.520	0.220	0.61
8451	268	0.520	0.445	0.77
11364	11372	0.520	0.468	0.54
13851	8166	0.520	0.191	0.57
594	905	0.520	0.504	0.60
10116	10115	0.520	0.388	0.33
8194	11082	0.520	0.475	0.73
12007	12011	0.520	0.505	0.26
8146	9739	0.520	0.495	0.71
12318	11296	0.520	0.289	0.61
13451	11646	0.520	0.280	0.41
1335	1021	0.520	0.489	0.82
11021	11747	0.520	0.424	0.86
8724	7208	0.519	0.120	0.63
829	7558	0.519	0.330	0.56
11990	12011	0.519	0.492	0.71
7269	8232	0.519	0.453	0.62
11273	7049	0.519	0.485	0.88
12240	7676	0.519	0.291	0.58
374	989	0.519	0.282	0.93
13243	7082	0.519	0.104	0.79
8000	6957	0.519	0.199	0.25
10322	13956	0.519	0.136	0.26
7900	7895	0.518	0.333	0.36
12105	12106	0.518	0.214	0.56
12968	7409	0.518	0.191	0.57
12203	8300	0.518	0.454	0.82
11510	13575	0.518	0.471	0.84
11973	12062	0.518	0.104	0.59
13413	9832	0.518	0.511	0.80
7460	10283	0.518	0.160	0.47
7503	11885	0.518	0.344	0.77
8266	10570	0.518	0.473	0.82
9345	10653	0.518	0.433	0.50
8188	12939	0.518	0.267	0.28
11746	11296	0.518	0.394	0.87
12728	771	0.518	0.480	0.74
11696	12677	0.518	0.387	0.76
10658	9395	0.518	0.461	0.48
7788	11394	0.518	0.468	0.89
12670	13815	0.517	0.451	0.72
9272	12543	0.517	0.309	0.33
7474	8009	0.517	0.378	0.60
12005	12062	0.517	0.262	0.63
12829	6468	0.517	0.335	0.30
12938	9215	0.517	0.385	0.39
11928	7784	0.517	0.255	0.59
8692	10012	0.517	0.461	0.75
8566	7232	0.517	0.381	0.70
399	8448	0.517	0.391	0.79
11333	6966	0.517	0.469	0.58
11747	13881	0.516	0.131	0.80
7943	11213	0.516	0.429	0.28
12074	12047	0.516	0.368	0.70
7389	11503	0.516	0.273	0.31
7901	7903	0.516	0.316	0.54
416	11885	0.516	0.256	0.74
11864	10961	0.516	0.103	0.78
6943	12839	0.516	0.496	0.74
13556	9989	0.516	0.301	0.63
9204	12224	0.516	0.503	0.66
11991	11988	0.516	0.155	0.75
7729	6791	0.516	0.103	0.74
327	11321	0.516	0.249	0.41
566	9487	0.516	0.273	0.39
10673	10674	0.515	0.497	0.53
11747	132	0.515	0.285	0.81
7277	12487	0.515	0.369	0.60
585	7967	0.515	0.340	0.81
769	7252	0.515	0.103	0.74
6893	8322	0.515	0.326	0.48
11319	5655	0.515	0.359	0.43
9357	672	0.515	0.408	0.81
13542	1592	0.515	0.495	0.86
9632	8138	0.515	0.421	0.41
9987	13975	0.515	0.394	0.27
7010	11675	0.515	0.496	0.84
11717	12465	0.515	0.131	0.87
8158	10177	0.515	0.486	0.62
10283	12925	0.515	0.488	0.74
9208	9797	0.514	0.323	0.48
224	12438	0.514	0.451	0.57
641	12448	0.514	0.505	0.62
13512	11322	0.514	0.103	0.52
12074	12048	0.514	0.375	0.70
11689	11320	0.514	0.478	0.79
10535	957	0.514	0.143	0.43
8378	7871	0.514	0.284	0.50
778	585	0.513	0.257	0.83
9048	9089	0.513	0.259	0.63
10346	197	0.513	0.381	0.51
10643	5009	0.513	0.148	0.83
11297	12321	0.513	0.290	0.74
9943	7577	0.513	0.288	0.57
11696	11761	0.513	0.471	0.79
12933	8899	0.513	0.445	0.43
12553	906	0.512	0.399	0.45
11629	7822	0.512	0.186	0.32
7261	12643	0.512	0.456	0.52
11081	8667	0.512	0.478	0.80
12471	9216	0.512	0.479	0.58
11154	11155	0.512	0.461	0.73
8928	9986	0.512	0.437	0.37
10309	6168	0.512	0.351	0.66
11692	7925	0.512	0.419	0.83
11625	11628	0.512	0.418	0.57
12566	14012	0.512	0.127	0.65
11026	12140	0.512	0.347	0.30
40	39	0.512	0.337	0.30
13890	7558	0.512	0.495	0.53
9695	11211	0.512	0.507	0.84
9554	4453	0.511	0.191	0.55
8173	10345	0.511	0.347	0.27
11268	12418	0.511	0.227	0.36
11227	8240	0.511	0.489	0.72
629	12447	0.511	0.498	0.54
66	6907	0.511	0.499	0.72
8919	8916	0.511	0.266	0.53
37	9485	0.511	0.329	0.26
12320	11297	0.511	0.289	0.78
586	583	0.511	0.485	0.48
11514	3381	0.511	0.102	0.61
9987	7389	0.511	0.466	0.27
12731	9281	0.511	0.357	0.37
11322	13867	0.511	0.146	0.73
10308	10302	0.511	0.363	0.71
13757	13738	0.511	0.387	0.61
11398	11213	0.511	0.479	0.85
9379	9378	0.510	0.488	0.79
10308	10304	0.510	0.308	0.70
11747	11751	0.510	0.191	0.82
12991	506	0.510	0.325	0.72
13303	8735	0.510	0.102	0.38
6164	10511	0.510	0.151	0.31
9395	8166	0.510	0.207	0.52
12487	9879	0.510	0.105	0.69
581	684	0.510	0.496	0.82
7745	9201	0.510	0.495	0.44
566	11869	0.510	0.102	0.39
11394	10502	0.510	0.464	0.92
7679	9727	0.510	0.504	0.81
7268	8232	0.509	0.479	0.59
11747	7495	0.509	0.102	0.75
13721	334	0.509	0.373	0.27
8304	10178	0.509	0.478	0.61
727	11108	0.509	0.314	0.53
6922	12924	0.509	0.459	0.72
11747	13957	0.509	0.201	0.74
13696	4849	0.509	0.113	0.80
11205	6892	0.509	0.456	0.36
7967	11383	0.509	0.290	0.67
11909	9934	0.509	0.452	0.83
335	382	0.509	0.365	0.84
13933	7762	0.508	0.225	0.70
11296	12321	0.508	0.488	0.73
8057	8875	0.508	0.256	0.58
11747	8166	0.508	0.166	0.74
12366	10766	0.508	0.464	0.51
9081	9082	0.508	0.488	0.85
9363	9925	0.508	0.310	0.36
5724	6361	0.508	0.489	0.75
10961	774	0.508	0.191	0.45
8691	39	0.508	0.496	0.81
11951	12439	0.508	0.449	0.38
11639	701	0.507	0.104	0.29
12058	12063	0.507	0.108	0.60
11090	13187	0.507	0.448	0.58
7781	1343	0.507	0.211	0.31
11954	13005	0.507	0.476	0.79
7395	7273	0.507	0.139	0.50
7557	8965	0.507	0.199	0.35
10574	10575	0.507	0.490	0.87
10212	8629	0.507	0.251	0.87
12982	12598	0.507	0.423	0.47
7568	3902	0.507	0.134	0.28
7229	12731	0.507	0.190	0.36
1609	3611	0.507	0.464	0.62
12080	12015	0.507	0.101	0.65
8641	7407	0.506	0.313	0.32
13374	9727	0.506	0.209	0.75
1200	1562	0.506	0.192	0.28
572	6987	0.506	0.147	0.37
12852	10961	0.506	0.295	0.43
7760	545	0.506	0.288	0.77
11683	1609	0.506	0.251	0.56
7766	9186	0.506	0.315	0.55
13203	7594	0.506	0.178	0.44
11717	6355	0.506	0.141	0.82
11386	13888	0.506	0.465	0.78
10364	10378	0.505	0.467	0.64
7820	7389	0.505	0.301	0.32
6663	9958	0.505	0.110	0.58
9328	6939	0.505	0.101	0.77
7943	12439	0.505	0.418	0.30
10477	10273	0.505	0.101	0.77
12669	14025	0.505	0.101	0.34
9200	13806	0.505	0.480	0.25
1443	6298	0.505	0.445	0.29
11746	4807	0.505	0.307	0.65
8202	8720	0.505	0.154	0.51
11747	11296	0.505	0.371	0.87
1956	10961	0.505	0.332	0.70
13482	826	0.505	0.484	0.34
9727	8167	0.504	0.194	0.66
10274	9010	0.504	0.295	0.63
10788	11211	0.504	0.499	0.84
11991	12049	0.504	0.160	0.63
10408	777	0.504	0.411	0.68
340	13873	0.504	0.149	0.64
11150	9736	0.504	0.101	0.51
10212	9103	0.504	0.243	0.86
12080	11988	0.504	0.101	0.73
12858	11975	0.504	0.271	0.63
555	1200	0.504	0.202	0.31
883	884	0.504	0.484	0.73
12167	452	0.503	0.481	0.38
8189	12790	0.503	0.101	0.47
11335	11334	0.503	0.477	0.86
11992	11985	0.503	0.478	0.71
11864	3371	0.503	0.101	0.80
7273	170	0.503	0.419	0.49
8962	9988	0.503	0.435	0.61
7895	3998	0.503	0.377	0.38
9555	11763	0.503	0.469	0.42
7229	10991	0.503	0.267	0.36
13005	13279	0.503	0.316	0.68
10344	7092	0.503	0.181	0.79
7788	11395	0.503	0.444	0.90
7489	7491	0.503	0.476	0.66
8663	12679	0.503	0.388	0.65
714	7739	0.502	0.366	0.45
12053	12064	0.502	0.228	0.60
11974	11973	0.502	0.491	0.69
13031	10961	0.502	0.250	0.30
8967	11677	0.502	0.356	0.74
13905	12576	0.502	0.364	0.25
13217	9615	0.502	0.376	0.57
10278	8122	0.502	0.475	0.77
7271	1014	0.502	0.448	0.76
12423	7598	0.502	0.479	0.53
11339	4600	0.502	0.346	0.48
6930	9118	0.502	0.334	0.48
8008	344	0.502	0.442	0.46
8783	9210	0.502	0.284	0.64
36	8009	0.502	0.307	0.61
11394	11416	0.502	0.102	0.84
13361	702	0.502	0.142	0.77
10308	6168	0.501	0.369	0.64
11747	919	0.501	0.062	0.83
998	11944	0.501	0.349	0.69
8085	12510	0.501	0.264	0.77
693	10863	0.501	0.423	0.47
10658	351	0.501	0.352	0.40
11974	11996	0.501	0.268	0.53
11977	11989	0.501	0.479	0.56
9840	6959	0.501	0.406	0.45
8056	8899	0.501	0.261	0.29
882	11795	0.501	0.392	0.32
10777	1539	0.501	0.100	0.85
9739	11951	0.501	0.425	0.42
8008	9276	0.501	0.403	0.34
12447	632	0.501	0.477	0.56
11979	12045	0.501	0.237	0.66
10278	9202	0.501	0.489	0.70
12614	10885	0.500	0.398	0.44
12780	12361	0.500	0.429	0.78
11747	6935	0.500	0.237	0.77
11080	7839	0.500	0.457	0.60
8201	12946	0.500	0.132	0.82
359	13914	0.500	0.432	0.29
9279	7984	0.500	0.362	0.30
12784	12699	0.500	0.479	0.68
2891	13459	0.500	0.477	0.83
13719	12842	0.500	0.364	0.21
11677	12291	0.500	0.356	0.78
7816	13552	0.500	0.446	0.89
8239	7040	0.500	0.220	0.30
12320	12321	0.499	0.473	0.82
9596	9984	0.499	0.411	0.30
8962	12681	0.499	0.425	0.32
12163	545	0.499	0.238	0.43
12679	11451	0.499	0.488	0.78
11275	11277	0.499	0.441	0.69
8688	13174	0.499	0.475	0.86
13256	12790	0.499	0.467	0.72
7676	7567	0.499	0.204	0.54
750	10961	0.499	0.431	0.48
9301	2915	0.499	0.226	0.40
9450	9558	0.499	0.436	0.34
11065	7475	0.498	0.197	0.80
11697	8450	0.498	0.281	0.70
12012	11980	0.498	0.478	0.66
12046	12061	0.498	0.100	0.62
9564	9563	0.498	0.459	0.49
12499	6701	0.498	0.490	0.84
1500	835	0.498	0.434	0.62
7892	898	0.498	0.291	0.72
11747	816	0.498	0.100	0.72
9727	9879	0.498	0.124	0.69
10157	10162	0.498	0.342	0.79
572	8300	0.498	0.139	0.77
11677	11041	0.497	0.426	0.76
10308	10305	0.497	0.360	0.73
13976	7926	0.497	0.460	0.70
9085	9475	0.497	0.099	0.62
11615	560	0.497	0.149	0.38
12157	12552	0.497	0.407	0.68
11971	12079	0.497	0.386	0.72
288	2580	0.497	0.318	0.19
10302	6168	0.497	0.138	0.61
890	11305	0.497	0.464	0.69
9937	7513	0.496	0.212	0.86
7542	29	0.496	0.099	0.43
10278	8123	0.496	0.473	0.75
11064	11699	0.496	0.099	0.77
221	4234	0.496	0.190	0.82
7788	8146	0.496	0.445	0.70
12423	7685	0.496	0.474	0.52
7821	12427	0.496	0.344	0.48
676	672	0.496	0.428	0.85
8899	8808	0.495	0.271	0.26
13721	826	0.495	0.302	0.30
13210	8989	0.495	0.243	0.31
10308	10307	0.495	0.376	0.70
11026	12478	0.495	0.279	0.49
7702	10412	0.495	0.288	0.28
11757	382	0.495	0.449	0.84
12055	11989	0.495	0.099	0.58
11021	11741	0.495	0.293	0.87
11909	11615	0.495	0.474	0.75
9363	10536	0.495	0.350	0.35
10301	10308	0.495	0.339	0.70
12203	9680	0.495	0.333	0.59
13033	13036	0.495	0.438	0.69
11747	11072	0.495	0.381	0.87
9732	7180	0.495	0.463	0.58
3907	8920	0.494	0.159	0.35
650	8908	0.494	0.253	0.47
7481	13867	0.494	0.364	0.72
10612	13897	0.494	0.482	0.61
13445	8145	0.494	0.345	0.84
12470	4732	0.494	0.434	0.41
1103	782	0.494	0.354	0.33
11980	12005	0.494	0.150	0.73
9987	583	0.494	0.405	0.26
12360	12362	0.494	0.327	0.78
11696	806	0.494	0.356	0.75
8242	8241	0.494	0.458	0.69
9124	6930	0.494	0.414	0.26
9450	9557	0.493	0.448	0.42
197	1575	0.493	0.106	0.49
11797	9806	0.493	0.479	0.82
773	584	0.493	0.468	0.38
12074	12062	0.493	0.437	0.56
13217	8300	0.493	0.441	0.54
12057	13997	0.493	0.448	0.86
13384	11675	0.493	0.439	0.72
2	544	0.493	0.443	0.78
9654	561	0.493	0.414	0.80
9994	12753	0.493	0.414	0.69
10935	1021	0.493	0.455	0.83
9377	8232	0.492	0.154	0.59
9028	10278	0.492	0.475	0.63
9770	11014	0.492	0.297	0.73
13707	9905	0.492	0.398	0.48
13033	11322	0.492	0.438	0.72
13806	13794	0.492	0.426	0.43
12994	12903	0.492	0.320	0.42
727	8915	0.492	0.055	0.35
13891	8228	0.492	0.360	0.87
8696	13886	0.492	0.418	0.42
10930	8228	0.492	0.454	0.45
13563	12356	0.492	0.182	0.50
14001	14002	0.492	0.462	0.76
8319	171	0.491	0.098	0.69
13841	12910	0.491	0.484	0.74
10045	11652	0.491	0.450	0.74
7260	7967	0.491	0.098	0.28
8159	14004	0.491	0.344	0.60
8942	11624	0.491	0.098	0.55
10278	12224	0.491	0.477	0.75
149	8468	0.491	0.142	0.35
9727	7784	0.491	0.101	0.76
11697	789	0.491	0.350	0.79
9307	1427	0.491	0.340	0.44
890	1606	0.491	0.098	0.48
9626	3775	0.491	0.454	0.33
11111	9334	0.490	0.472	0.41
7942	6930	0.490	0.248	0.31
8056	9615	0.490	0.369	0.44
12109	13914	0.490	0.106	0.43
572	7415	0.490	0.159	0.75
11529	11521	0.490	0.248	0.78
11696	4792	0.490	0.459	0.80
7897	170	0.490	0.107	0.52
12499	3355	0.490	0.481	0.88
12330	12331	0.490	0.432	0.69
11983	12054	0.490	0.182	0.65
11908	822	0.490	0.475	0.73
11331	11330	0.489	0.477	0.94
9690	11646	0.489	0.401	0.69
12319	11296	0.489	0.463	0.68
8300	9729	0.489	0.479	0.68
9920	9928	0.489	0.120	0.76
11474	12542	0.489	0.144	0.34
13209	727	0.489	0.157	0.33
8188	7219	0.489	0.146	0.64
9394	1017	0.489	0.289	0.74
13800	13085	0.489	0.453	0.87
8266	8469	0.489	0.308	0.77
11714	7280	0.489	0.440	0.87
9853	10278	0.489	0.473	0.64
11680	493	0.489	0.098	0.72
7181	8919	0.489	0.189	0.49
11063	10646	0.489	0.265	0.31
13563	7594	0.489	0.279	0.42
612	12868	0.488	0.098	0.27
10650	4067	0.488	0.103	0.42
12925	4706	0.488	0.183	0.61
9051	9089	0.488	0.214	0.68
11280	998	0.488	0.444	0.79
11697	8733	0.488	0.216	0.75
4752	4449	0.488	0.116	0.79
11714	10982	0.488	0.372	0.77
342	10961	0.488	0.214	0.52
9987	586	0.488	0.463	0.58
764	13815	0.488	0.441	0.70
11741	8014	0.488	0.193	0.82
10220	13994	0.488	0.098	0.29
10630	13005	0.487	0.200	0.37
3336	1842	0.487	0.097	0.62
7967	12400	0.487	0.417	0.35
11681	6708	0.487	0.452	0.79
631	12449	0.487	0.482	0.50
11372	423	0.487	0.144	0.61
10956	10133	0.487	0.202	0.60
9689	11752	0.487	0.409	0.25
9348	7254	0.487	0.448	0.68
9738	10675	0.487	0.470	0.66
13545	7967	0.487	0.253	0.82
1463	7967	0.487	0.282	0.76
10308	10306	0.487	0.372	0.69
13956	9829	0.487	0.314	0.55
12240	11165	0.487	0.281	0.30
11717	6221	0.487	0.097	0.91
2154	10650	0.486	0.123	0.44
800	11756	0.486	0.464	0.78
12449	12448	0.486	0.359	0.45
11398	5032	0.486	0.340	0.85
11293	7739	0.486	0.345	0.49
8302	5494	0.486	0.205	0.71
7793	13382	0.486	0.435	0.45
10359	10376	0.486	0.427	0.37
7608	13813	0.486	0.475	0.37
12578	7967	0.486	0.181	0.80
10382	10385	0.486	0.345	0.41
10930	10931	0.486	0.239	0.57
6648	2015	0.486	0.476	0.66
9920	8240	0.486	0.097	0.79
2953	11347	0.485	0.226	0.78
9057	8028	0.485	0.195	0.65
6376	13304	0.485	0.103	0.42
8201	11747	0.485	0.048	0.79
890	7167	0.485	0.359	0.85
9328	9345	0.485	0.348	0.30
9290	6928	0.485	0.431	0.69
6147	7741	0.485	0.112	0.43
727	12334	0.485	0.331	0.32
9920	12117	0.485	0.344	0.75
8008	10265	0.484	0.185	0.36
7180	9252	0.484	0.097	0.62
10868	1002	0.484	0.454	0.72
11754	11781	0.484	0.332	0.44
11700	12859	0.484	0.371	0.70
11371	11446	0.484	0.097	0.67
6485	13083	0.484	0.401	0.73
12016	9572	0.484	0.192	0.74
13974	9116	0.484	0.403	0.44
13892	7558	0.484	0.477	0.74
13989	9680	0.484	0.338	0.57
8641	7270	0.483	0.383	0.51
11728	12251	0.483	0.207	0.81
9476	9563	0.483	0.204	0.43
10536	12693	0.483	0.271	0.38
6305	13954	0.483	0.159	0.72
10454	9949	0.483	0.187	0.55
13383	8570	0.483	0.404	0.90
10263	9914	0.483	0.351	0.33
612	13408	0.483	0.262	0.77
883	885	0.483	0.480	0.82
10867	10869	0.483	0.466	0.85
13556	9648	0.482	0.290	0.50
8576	9390	0.482	0.137	0.35
11533	11536	0.482	0.439	0.76
11536	1838	0.482	0.328	0.74
12438	9428	0.482	0.396	0.46
9987	11375	0.482	0.096	0.26
11626	11628	0.482	0.221	0.53
5009	1503	0.482	0.096	0.84
8146	11416	0.482	0.200	0.65
13765	7475	0.482	0.218	0.79
10886	8037	0.482	0.366	0.55
10420	5744	0.482	0.096	0.56
7682	11006	0.482	0.464	0.64
12055	11981	0.482	0.096	0.71
10979	13931	0.482	0.168	0.42
10278	9203	0.482	0.469	0.74
11647	806	0.482	0.220	0.80
5901	10606	0.481	0.476	0.74
11973	12465	0.481	0.279	0.81
998	9966	0.481	0.245	0.76
8548	8547	0.481	0.467	0.66
197	9800	0.481	0.428	0.51
12073	12076	0.481	0.414	0.67
407	245	0.481	0.453	0.62
6766	11770	0.481	0.124	0.55
11017	383	0.481	0.296	0.85
12033	12034	0.481	0.462	0.79
197	11277	0.480	0.402	0.48
8641	12203	0.480	0.096	0.51
8159	14001	0.480	0.237	0.75
10878	9039	0.480	0.297	0.41
12731	9042	0.480	0.396	0.26
5009	7813	0.480	0.246	0.76
9460	9463	0.480	0.416	0.34
11747	13032	0.480	0.268	0.77
7273	727	0.480	0.096	0.45
7754	7984	0.480	0.370	0.34
9770	8638	0.480	0.368	0.77
10310	10307	0.480	0.247	0.67
12300	12301	0.480	0.461	0.60
7596	13817	0.480	0.450	0.34
12020	11977	0.480	0.339	0.56
10305	10310	0.480	0.326	0.70
13172	13173	0.480	0.290	0.23
6606	4706	0.479	0.463	0.78
11991	12042	0.479	0.177	0.43
12470	11264	0.479	0.408	0.33
11747	5050	0.479	0.420	0.88
13287	9548	0.479	0.252	0.43
11400	12800	0.479	0.422	0.69
10345	9305	0.478	0.454	0.76
381	335	0.478	0.382	0.82
998	14009	0.478	0.405	0.88
149	12275	0.478	0.164	0.56
11605	7695	0.478	0.464	0.42
11726	6991	0.478	0.259	0.45
12487	2845	0.478	0.199	0.50
9680	11696	0.478	0.096	0.73
12265	7765	0.478	0.242	0.38
7793	8915	0.478	0.453	0.48
7766	9916	0.478	0.100	0.31
8229	13892	0.478	0.356	0.79
646	10567	0.478	0.350	0.80
8860	13452	0.478	0.434	0.61
11817	11707	0.478	0.450	0.78
12318	12319	0.478	0.431	0.67
9727	835	0.478	0.233	0.66
12082	6761	0.478	0.403	0.41
12483	13981	0.477	0.241	0.26
7943	11715	0.477	0.095	0.76
8696	13917	0.477	0.213	0.35
13890	13884	0.477	0.447	0.74
13373	9075	0.477	0.461	0.53
7076	8352	0.477	0.131	0.28
13407	11460	0.477	0.223	0.77
7765	11762	0.477	0.464	0.68
8056	9084	0.477	0.346	0.38
9152	9174	0.477	0.445	0.73
13459	9617	0.477	0.458	0.73
7556	7396	0.477	0.450	0.51
12669	12667	0.477	0.095	0.33
9920	12946	0.477	0.095	0.77
920	13139	0.477	0.347	0.41
1107	3094	0.477	0.095	0.52
7222	11578	0.476	0.443	0.68
13034	13022	0.476	0.450	0.51
7058	9727	0.476	0.105	0.67
10363	10362	0.476	0.301	0.69
10309	10307	0.476	0.349	0.69
10936	13331	0.476	0.138	0.38
13905	9276	0.476	0.427	0.31
12000	12069	0.476	0.184	0.57
13851	6848	0.476	0.408	0.49
7628	10270	0.476	0.435	0.51
9102	9097	0.476	0.448	0.84
3	8150	0.476	0.209	0.76
9323	9808	0.475	0.255	0.34
1331	8887	0.475	0.274	0.58
7430	315	0.475	0.422	0.79
424	13892	0.475	0.295	0.77
9810	10250	0.475	0.438	0.72
8548	8546	0.475	0.452	0.71
9882	9681	0.475	0.227	0.34
11536	11521	0.475	0.284	0.78
11741	8967	0.474	0.095	0.79
13871	6298	0.474	0.389	0.30
9727	10041	0.474	0.095	0.64
13266	10631	0.474	0.058	0.56
11983	11998	0.474	0.235	0.65
8158	4588	0.474	0.114	0.48
10886	13707	0.474	0.377	0.48
998	8338	0.474	0.246	0.81
10958	9544	0.474	0.434	0.79
12990	7945	0.474	0.457	0.66
12921	3058	0.474	0.285	0.37
11914	8166	0.474	0.095	0.52
12070	9647	0.474	0.378	0.68
11941	7018	0.474	0.446	0.38
11885	6952	0.474	0.098	0.62
7046	994	0.473	0.427	0.67
11864	11286	0.473	0.180	0.88
13175	8911	0.473	0.456	0.50
6994	6980	0.473	0.319	0.32
10011	9727	0.473	0.175	0.70
7460	9290	0.473	0.357	0.70
727	1353	0.473	0.125	0.33
7558	13873	0.473	0.448	0.61
13214	3129	0.472	0.457	0.71
10309	10305	0.472	0.335	0.72
9680	12610	0.472	0.419	0.58
3120	11378	0.472	0.387	0.88
12054	11977	0.472	0.183	0.58
12330	11322	0.472	0.378	0.67
10116	7851	0.472	0.094	0.62
12822	12840	0.472	0.190	0.65
13330	12576	0.472	0.186	0.45
1852	1326	0.472	0.094	0.59
7431	7680	0.471	0.334	0.64
890	9214	0.471	0.428	0.92
11676	7167	0.471	0.388	0.83
13007	268	0.471	0.268	0.76
8227	13890	0.471	0.126	0.45
13037	13025	0.471	0.304	0.43
11268	193	0.471	0.186	0.31
3411	5454	0.471	0.446	0.36
11778	7481	0.471	0.437	0.43
13460	1012	0.471	0.445	0.23
11747	6982	0.471	0.175	0.80
11717	496	0.471	0.441	0.84
11731	12300	0.471	0.319	0.77
13842	10982	0.471	0.341	0.55
7596	10981	0.471	0.404	0.25
9844	9533	0.471	0.211	0.50
890	2155	0.470	0.327	0.51
9366	2426	0.470	0.237	0.59
11747	1495	0.470	0.094	0.68
9390	193	0.470	0.311	0.37
10360	10362	0.470	0.238	0.64
10115	9216	0.470	0.338	0.51
197	73	0.470	0.341	0.53
9333	13893	0.470	0.219	0.69
998	10997	0.470	0.094	0.83
11972	11973	0.470	0.423	0.45
7430	6922	0.470	0.191	0.68
13681	9923	0.470	0.431	0.69
12594	8319	0.470	0.094	0.37
9553	763	0.469	0.439	0.57
581	13484	0.469	0.427	0.77
9898	2947	0.469	0.368	0.50
13373	9076	0.469	0.448	0.51
10270	9051	0.469	0.097	0.54
7268	10281	0.469	0.400	0.50
12142	9390	0.469	0.126	0.45
12926	826	0.468	0.187	0.24
13051	7254	0.468	0.451	0.69
11034	8468	0.468	0.276	0.27
6779	13988	0.468	0.438	0.34
10308	10309	0.468	0.338	0.70
12007	12076	0.468	0.378	0.34
461	7202	0.468	0.448	0.31
8166	12153	0.468	0.295	0.60
13010	13826	0.467	0.341	0.39
12136	5002	0.467	0.102	0.62
8724	7717	0.467	0.097	0.33
10220	10341	0.467	0.117	0.43
11715	9552	0.467	0.093	0.82
8017	13303	0.467	0.200	0.31
11747	11108	0.467	0.272	0.47
10110	7486	0.467	0.188	0.54
8228	13892	0.467	0.354	0.67
6930	11549	0.467	0.272	0.35
701	320	0.467	0.155	0.30
884	885	0.467	0.442	0.79
13891	8229	0.467	0.228	0.79
12055	11975	0.467	0.264	0.61
7982	12240	0.467	0.199	0.72
10126	982	0.467	0.359	0.69
12225	7256	0.467	0.454	0.68
13279	7202	0.467	0.425	0.59
12285	12255	0.466	0.256	0.86
10522	12413	0.466	0.415	0.38
12059	11971	0.466	0.093	0.67
13975	7217	0.466	0.246	0.32
12000	11972	0.466	0.444	0.49
8641	13991	0.466	0.399	0.75
2905	1161	0.466	0.156	0.70
12821	7813	0.466	0.158	0.78
2915	9685	0.466	0.253	0.52
6703	3719	0.466	0.107	0.77
407	12842	0.466	0.196	0.53
12284	9052	0.466	0.446	0.63
771	11069	0.466	0.215	0.60
10611	11866	0.465	0.304	0.31
11607	9727	0.465	0.195	0.67
13358	13359	0.465	0.389	0.45
12331	12332	0.465	0.388	0.66
11826	9729	0.465	0.376	0.54
11829	10465	0.465	0.237	0.33
12821	12813	0.465	0.093	0.68
10500	8321	0.465	0.160	0.75
12566	13164	0.465	0.183	0.63
9495	5968	0.465	0.223	0.56
12987	6767	0.465	0.110	0.64
9085	7906	0.464	0.196	0.38
7982	12938	0.464	0.430	0.74
7272	13397	0.464	0.426	0.53
10998	12286	0.464	0.300	0.45
2253	8164	0.464	0.093	0.23
7982	1147	0.464	0.255	0.69
12007	12858	0.464	0.097	0.62
