i	j	iLIS_best	iLIS_avg	ipTM_best	ipTM_avg
60	96	0.314	0.194	0.59	0.48
112	166	0.314	0.127	0.62	0.46
141	244	0.314	0.199	0.56	0.49
36	99	0.314	0.093	0.58	0.33
76	141	0.314	0.158	0.51	0.39
80	85	0.314	0.113	0.52	0.33
0	19	0.313	0.092	0.41	0.33
159	194	0.313	0.155	0.69	0.49
170	245	0.313	0.122	0.45	0.28
180	213	0.313	0.210	0.53	0.47
3	91	0.312	0.175	0.44	0.36
115	237	0.312	0.222	0.42	0.35
10	108	0.311	0.092	0.47	0.26
11	111	0.311	0.077	0.48	0.29
91	168	0.311	0.124	0.69	0.49
153	230	0.311	0.126	0.53	0.39
34	127	0.311	0.062	0.43	0.23
106	145	0.311	0.176	0.64	0.48
53	181	0.311	0.273	0.52	0.48
20	94	0.311	0.108	0.31	0.24
147	219	0.310	0.119	0.48	0.29
24	105	0.310	0.120	0.45	0.31
0	245	0.310	0.062	0.53	0.27
67	90	0.309	0.119	0.65	0.39
152	161	0.309	0.086	0.69	0.34
4	137	0.308	0.233	0.37	0.35
170	222	0.308	0.158	0.42	0.34
24	101	0.308	0.127	0.62	0.42
44	237	0.307	0.256	0.48	0.43
7	59	0.307	0.255	0.33	0.31
50	90	0.306	0.164	0.70	0.57
55	108	0.306	0.099	0.55	0.37
142	244	0.306	0.116	0.58	0.34
15	167	0.306	0.169	0.44	0.34
119	222	0.305	0.061	0.49	0.25
13	226	0.305	0.120	0.47	0.30
73	99	0.305	0.187	0.56	0.46
109	111	0.305	0.167	0.51	0.43
15	26	0.305	0.099	0.36	0.30
57	106	0.305	0.061	0.59	0.30
102	110	0.305	0.119	0.64	0.40
49	66	0.304	0.221	0.49	0.44
55	237	0.304	0.240	0.47	0.42
48	84	0.304	0.061	0.64	0.27
55	96	0.304	0.253	0.43	0.40
198	236	0.303	0.138	0.50	0.40
124	165	0.303	0.113	0.50	0.34
55	192	0.303	0.097	0.56	0.32
53	194	0.303	0.159	0.65	0.51
35	96	0.303	0.142	0.44	0.35
15	159	0.303	0.170	0.35	0.29
2	76	0.302	0.193	0.54	0.43
103	240	0.301	0.060	0.26	0.22
97	174	0.301	0.099	0.46	0.31
44	96	0.301	0.258	0.43	0.41
44	235	0.301	0.185	0.55	0.43
1	10	0.300	0.224	0.49	0.43
11	225	0.300	0.229	0.33	0.31
32	165	0.300	0.060	0.58	0.29
72	185	0.300	0.132	0.63	0.39
5	6	0.300	0.082	0.62	0.36
19	122	0.299	0.060	0.47	0.23
89	130	0.299	0.156	0.65	0.54
44	165	0.298	0.089	0.38	0.28
57	129	0.298	0.173	0.68	0.59
85	168	0.298	0.062	0.57	0.38
14	175	0.298	0.168	0.49	0.37
202	231	0.298	0.271	0.68	0.65
44	102	0.298	0.073	0.59	0.32
76	85	0.297	0.166	0.38	0.34
85	133	0.297	0.151	0.54	0.38
161	227	0.297	0.063	0.69	0.34
113	116	0.297	0.069	0.38	0.27
24	141	0.297	0.075	0.46	0.33
25	70	0.297	0.099	0.41	0.32
148	237	0.297	0.272	0.59	0.57
26	171	0.297	0.104	0.68	0.42
88	137	0.297	0.172	0.39	0.32
26	126	0.297	0.243	0.67	0.62
53	57	0.296	0.187	0.72	0.55
61	141	0.296	0.059	0.56	0.33
43	57	0.296	0.133	0.62	0.38
0	48	0.295	0.114	0.71	0.44
76	218	0.295	0.195	0.54	0.43
30	56	0.295	0.062	0.46	0.28
141	180	0.295	0.217	0.60	0.57
3	247	0.295	0.122	0.49	0.33
42	124	0.295	0.167	0.47	0.38
30	237	0.294	0.094	0.44	0.34
6	198	0.294	0.059	0.55	0.31
55	153	0.294	0.199	0.41	0.36
141	225	0.294	0.059	0.41	0.32
44	129	0.293	0.244	0.49	0.39
0	72	0.293	0.173	0.45	0.38
85	100	0.293	0.116	0.56	0.36
6	159	0.292	0.201	0.45	0.41
43	222	0.292	0.068	0.50	0.25
149	225	0.292	0.105	0.53	0.31
99	174	0.292	0.081	0.52	0.33
126	235	0.292	0.151	0.61	0.40
90	174	0.292	0.190	0.57	0.49
24	85	0.291	0.058	0.43	0.28
137	161	0.291	0.157	0.69	0.46
127	181	0.291	0.132	0.48	0.34
111	112	0.291	0.191	0.43	0.31
106	150	0.291	0.123	0.57	0.38
55	224	0.291	0.201	0.43	0.39
23	64	0.291	0.142	0.35	0.29
38	103	0.291	0.212	0.63	0.51
7	166	0.291	0.163	0.64	0.51
83	94	0.290	0.114	0.29	0.24
23	226	0.290	0.131	0.30	0.26
114	154	0.290	0.229	0.49	0.46
224	238	0.290	0.096	0.50	0.29
53	56	0.290	0.151	0.48	0.34
53	237	0.290	0.195	0.45	0.37
48	121	0.290	0.060	0.54	0.27
10	225	0.290	0.076	0.37	0.26
51	142	0.290	0.118	0.45	0.32
53	70	0.290	0.247	0.33	0.33
10	213	0.289	0.205	0.46	0.43
126	190	0.289	0.211	0.56	0.49
56	172	0.289	0.151	0.48	0.39
81	84	0.289	0.091	0.47	0.29
13	245	0.288	0.058	0.61	0.30
20	90	0.288	0.102	0.47	0.29
16	168	0.288	0.058	0.62	0.28
30	127	0.287	0.157	0.45	0.37
24	93	0.287	0.057	0.58	0.27
76	109	0.286	0.160	0.50	0.37
94	167	0.286	0.177	0.56	0.42
7	23	0.286	0.183	0.33	0.31
26	90	0.286	0.059	0.59	0.37
62	70	0.285	0.146	0.42	0.34
57	68	0.285	0.132	0.70	0.50
18	54	0.285	0.057	0.36	0.19
55	243	0.285	0.163	0.36	0.30
91	143	0.284	0.164	0.48	0.38
99	117	0.284	0.058	0.45	0.24
143	208	0.284	0.196	0.55	0.48
4	33	0.284	0.255	0.63	0.62
39	59	0.284	0.139	0.34	0.29
55	129	0.284	0.194	0.55	0.38
206	244	0.283	0.127	0.47	0.37
39	106	0.283	0.256	0.33	0.32
15	172	0.283	0.170	0.41	0.30
56	154	0.283	0.191	0.52	0.47
91	100	0.282	0.153	0.62	0.48
1	221	0.282	0.080	0.65	0.37
38	85	0.282	0.160	0.28	0.25
43	92	0.282	0.132	0.30	0.25
54	168	0.282	0.160	0.62	0.45
45	117	0.282	0.059	0.56	0.33
87	213	0.282	0.140	0.37	0.31
57	159	0.281	0.071	0.67	0.39
186	224	0.281	0.056	0.40	0.23
11	237	0.281	0.136	0.47	0.36
200	232	0.281	0.056	0.68	0.25
59	130	0.281	0.247	0.32	0.32
23	247	0.280	0.061	0.33	0.26
100	213	0.280	0.156	0.54	0.46
43	166	0.280	0.148	0.59	0.48
20	76	0.280	0.080	0.37	0.23
137	244	0.280	0.208	0.52	0.47
37	143	0.280	0.056	0.50	0.25
153	237	0.280	0.219	0.38	0.37
24	124	0.280	0.056	0.50	0.29
14	44	0.280	0.093	0.44	0.29
26	217	0.280	0.108	0.60	0.45
7	225	0.279	0.089	0.36	0.28
44	238	0.279	0.232	0.54	0.51
179	185	0.279	0.063	0.60	0.28
220	232	0.279	0.166	0.57	0.50
117	123	0.279	0.108	0.19	0.17
122	168	0.279	0.137	0.56	0.42
169	206	0.279	0.108	0.52	0.32
30	139	0.278	0.056	0.47	0.29
30	84	0.278	0.062	0.41	0.28
181	236	0.278	0.102	0.48	0.37
170	216	0.278	0.166	0.30	0.26
89	92	0.278	0.056	0.40	0.27
179	238	0.277	0.099	0.43	0.31
14	161	0.277	0.064	0.36	0.23
24	182	0.277	0.206	0.45	0.37
41	231	0.277	0.242	0.64	0.61
37	185	0.277	0.159	0.63	0.49
24	221	0.277	0.170	0.64	0.51
30	217	0.277	0.064	0.40	0.27
155	170	0.276	0.142	0.40	0.32
112	221	0.276	0.106	0.62	0.44
3	80	0.276	0.055	0.58	0.38
30	165	0.276	0.168	0.38	0.31
213	238	0.276	0.167	0.49	0.42
56	115	0.276	0.206	0.45	0.39
76	122	0.276	0.170	0.42	0.35
86	156	0.276	0.120	0.41	0.29
7	153	0.275	0.178	0.42	0.38
112	209	0.275	0.055	0.33	0.22
96	224	0.275	0.104	0.46	0.30
43	101	0.275	0.182	0.58	0.43
14	34	0.275	0.056	0.47	0.28
43	107	0.275	0.075	0.56	0.39
76	241	0.275	0.258	0.58	0.55
129	180	0.274	0.210	0.52	0.49
53	87	0.274	0.153	0.40	0.33
10	53	0.274	0.107	0.50	0.39
147	163	0.273	0.087	0.60	0.35
62	225	0.273	0.151	0.47	0.38
27	237	0.273	0.135	0.44	0.36
53	221	0.273	0.055	0.58	0.27
49	176	0.273	0.120	0.35	0.25
110	222	0.273	0.107	0.22	0.19
68	86	0.273	0.112	0.34	0.30
78	221	0.273	0.210	0.60	0.52
112	129	0.272	0.171	0.63	0.51
3	218	0.272	0.126	0.50	0.42
146	210	0.272	0.113	0.55	0.41
26	180	0.272	0.143	0.57	0.51
100	216	0.272	0.056	0.45	0.23
59	141	0.272	0.222	0.35	0.34
10	15	0.272	0.061	0.31	0.24
23	136	0.272	0.101	0.46	0.35
7	44	0.272	0.180	0.37	0.33
94	178	0.272	0.151	0.50	0.41
70	213	0.271	0.183	0.33	0.30
141	210	0.271	0.134	0.54	0.43
110	220	0.271	0.153	0.45	0.39
112	210	0.271	0.077	0.46	0.31
66	133	0.271	0.147	0.54	0.40
4	122	0.271	0.166	0.32	0.28
17	107	0.271	0.127	0.58	0.44
52	163	0.270	0.054	0.53	0.27
78	99	0.270	0.086	0.48	0.34
19	191	0.270	0.077	0.48	0.35
222	234	0.270	0.096	0.51	0.33
124	143	0.270	0.215	0.49	0.42
30	168	0.270	0.073	0.54	0.34
15	64	0.270	0.147	0.34	0.29
194	213	0.270	0.087	0.63	0.39
149	175	0.270	0.109	0.60	0.35
44	80	0.269	0.066	0.49	0.29
51	198	0.269	0.206	0.33	0.31
167	231	0.269	0.130	0.63	0.44
133	198	0.269	0.183	0.57	0.48
39	86	0.269	0.067	0.32	0.26
57	76	0.268	0.189	0.65	0.58
10	44	0.268	0.181	0.42	0.37
15	247	0.268	0.109	0.32	0.28
67	180	0.268	0.143	0.57	0.50
41	165	0.268	0.084	0.61	0.39
15	198	0.268	0.157	0.37	0.32
4	172	0.268	0.106	0.40	0.30
30	190	0.268	0.195	0.29	0.27
137	222	0.268	0.150	0.54	0.43
41	126	0.267	0.138	0.56	0.43
116	123	0.267	0.092	0.18	0.16
55	172	0.267	0.143	0.39	0.32
20	240	0.267	0.207	0.30	0.27
164	175	0.267	0.053	0.38	0.26
55	56	0.267	0.199	0.50	0.46
17	94	0.267	0.097	0.30	0.27
16	199	0.267	0.053	0.56	0.30
26	55	0.266	0.115	0.34	0.32
55	180	0.266	0.142	0.55	0.43
121	141	0.266	0.113	0.52	0.43
172	246	0.266	0.058	0.64	0.39
44	186	0.266	0.191	0.39	0.37
23	213	0.265	0.112	0.51	0.33
80	96	0.265	0.098	0.50	0.32
110	137	0.265	0.094	0.31	0.26
11	88	0.265	0.156	0.40	0.31
23	159	0.265	0.109	0.36	0.26
44	141	0.264	0.082	0.40	0.31
10	64	0.264	0.138	0.30	0.25
95	217	0.264	0.095	0.53	0.41
76	165	0.264	0.254	0.39	0.39
129	131	0.264	0.117	0.55	0.38
3	64	0.264	0.145	0.45	0.36
55	238	0.264	0.209	0.53	0.47
213	237	0.263	0.130	0.41	0.31
7	199	0.263	0.069	0.54	0.27
6	182	0.263	0.099	0.54	0.38
0	3	0.263	0.112	0.39	0.33
108	207	0.262	0.052	0.50	0.24
108	230	0.262	0.084	0.46	0.29
4	86	0.262	0.158	0.37	0.31
165	174	0.262	0.090	0.32	0.26
23	94	0.262	0.055	0.37	0.28
55	186	0.261	0.194	0.39	0.35
50	237	0.261	0.141	0.46	0.38
32	192	0.261	0.161	0.41	0.31
7	186	0.261	0.075	0.39	0.29
55	151	0.261	0.187	0.43	0.41
68	137	0.261	0.162	0.39	0.34
145	174	0.261	0.085	0.64	0.39
7	15	0.260	0.139	0.33	0.29
10	23	0.260	0.052	0.32	0.23
15	67	0.260	0.078	0.33	0.27
23	24	0.259	0.100	0.30	0.25
4	10	0.259	0.205	0.36	0.33
90	137	0.259	0.220	0.59	0.56
128	170	0.259	0.196	0.41	0.36
27	28	0.259	0.062	0.47	0.32
180	200	0.259	0.064	0.62	0.34
129	166	0.259	0.159	0.60	0.50
68	199	0.258	0.095	0.58	0.29
21	143	0.258	0.083	0.38	0.26
1	85	0.258	0.078	0.42	0.31
0	199	0.258	0.116	0.55	0.41
44	56	0.257	0.180	0.50	0.46
170	213	0.257	0.200	0.43	0.38
67	101	0.257	0.126	0.63	0.48
43	153	0.257	0.095	0.40	0.28
39	186	0.257	0.149	0.39	0.31
133	211	0.257	0.078	0.56	0.33
90	151	0.257	0.067	0.53	0.30
103	149	0.257	0.057	0.39	0.23
121	159	0.257	0.219	0.55	0.50
126	202	0.257	0.222	0.60	0.58
63	70	0.256	0.104	0.42	0.34
26	101	0.256	0.099	0.64	0.42
44	172	0.256	0.084	0.39	0.26
76	186	0.256	0.168	0.34	0.30
151	170	0.256	0.162	0.37	0.33
6	143	0.255	0.100	0.51	0.37
123	126	0.255	0.051	0.56	0.25
15	24	0.254	0.126	0.28	0.24
23	55	0.254	0.095	0.39	0.28
171	182	0.254	0.051	0.45	0.36
50	56	0.254	0.142	0.50	0.42
10	126	0.254	0.150	0.64	0.51
76	150	0.253	0.097	0.54	0.37
64	121	0.253	0.212	0.57	0.50
23	44	0.253	0.069	0.38	0.27
8	172	0.252	0.159	0.41	0.37
76	215	0.252	0.165	0.38	0.32
149	228	0.252	0.057	0.42	0.24
30	153	0.252	0.131	0.41	0.36
139	186	0.252	0.108	0.61	0.34
211	225	0.252	0.101	0.51	0.29
35	181	0.252	0.089	0.46	0.29
165	186	0.252	0.133	0.39	0.32
76	178	0.251	0.199	0.58	0.50
0	15	0.251	0.126	0.39	0.31
170	186	0.251	0.074	0.39	0.28
115	155	0.251	0.138	0.40	0.32
56	148	0.251	0.209	0.55	0.51
112	153	0.251	0.090	0.40	0.28
23	167	0.251	0.180	0.39	0.34
94	223	0.251	0.156	0.68	0.57
149	158	0.250	0.111	0.53	0.38
42	44	0.250	0.122	0.40	0.32
3	168	0.250	0.071	0.59	0.44
23	183	0.250	0.187	0.56	0.48
153	199	0.250	0.052	0.52	0.31
73	115	0.250	0.094	0.39	0.29
43	209	0.249	0.128	0.28	0.26
52	99	0.249	0.122	0.47	0.31
20	22	0.249	0.207	0.30	0.28
130	169	0.249	0.050	0.56	0.25
122	127	0.249	0.165	0.41	0.36
23	147	0.249	0.124	0.50	0.42
65	122	0.248	0.050	0.54	0.27
153	235	0.248	0.097	0.50	0.33
107	137	0.248	0.239	0.61	0.57
32	96	0.248	0.061	0.60	0.32
1	159	0.248	0.162	0.43	0.36
66	194	0.248	0.098	0.71	0.39
39	76	0.248	0.050	0.45	0.27
36	142	0.247	0.066	0.40	0.28
23	231	0.247	0.069	0.64	0.35
66	80	0.247	0.054	0.47	0.29
197	231	0.247	0.140	0.58	0.47
103	147	0.247	0.049	0.37	0.23
59	97	0.247	0.049	0.41	0.31
165	217	0.246	0.072	0.53	0.38
72	86	0.246	0.049	0.44	0.23
149	198	0.246	0.107	0.49	0.40
137	196	0.246	0.202	0.36	0.33
96	127	0.246	0.154	0.44	0.34
44	139	0.246	0.177	0.45	0.41
44	108	0.246	0.049	0.52	0.29
96	198	0.246	0.096	0.37	0.30
44	180	0.245	0.200	0.54	0.52
186	194	0.245	0.049	0.61	0.34
172	237	0.245	0.148	0.43	0.37
43	233	0.245	0.057	0.47	0.25
93	219	0.245	0.049	0.50	0.27
48	139	0.245	0.118	0.59	0.41
105	185	0.245	0.153	0.27	0.24
41	230	0.245	0.049	0.56	0.25
1	190	0.245	0.136	0.34	0.29
168	216	0.245	0.054	0.40	0.22
149	186	0.244	0.081	0.38	0.28
137	138	0.244	0.191	0.35	0.33
128	192	0.244	0.132	0.50	0.37
137	148	0.244	0.124	0.54	0.44
4	186	0.244	0.066	0.33	0.25
64	204	0.244	0.126	0.37	0.32
42	99	0.244	0.123	0.50	0.36
114	240	0.243	0.163	0.32	0.29
2	147	0.243	0.134	0.51	0.39
14	126	0.243	0.049	0.60	0.30
10	24	0.243	0.123	0.42	0.34
0	187	0.243	0.069	0.39	0.33
56	91	0.243	0.068	0.51	0.35
19	198	0.242	0.048	0.45	0.27
43	238	0.242	0.095	0.48	0.29
10	55	0.242	0.090	0.41	0.29
6	33	0.242	0.192	0.45	0.35
20	32	0.242	0.154	0.29	0.25
93	174	0.242	0.056	0.53	0.34
7	218	0.242	0.208	0.43	0.39
11	56	0.242	0.177	0.48	0.42
41	218	0.242	0.180	0.54	0.44
7	219	0.242	0.057	0.55	0.29
67	99	0.242	0.099	0.57	0.40
174	230	0.241	0.090	0.52	0.31
97	198	0.241	0.156	0.28	0.26
67	151	0.241	0.185	0.48	0.33
126	139	0.241	0.048	0.62	0.30
47	234	0.240	0.053	0.56	0.32
43	210	0.240	0.135	0.44	0.34
41	121	0.240	0.190	0.46	0.43
3	76	0.240	0.199	0.45	0.41
61	88	0.240	0.048	0.49	0.22
93	137	0.240	0.145	0.56	0.46
4	57	0.240	0.143	0.67	0.55
30	133	0.239	0.072	0.60	0.37
33	39	0.239	0.098	0.58	0.46
121	151	0.239	0.083	0.50	0.37
112	132	0.239	0.153	0.57	0.50
44	67	0.239	0.132	0.44	0.34
165	240	0.239	0.073	0.40	0.28
96	244	0.239	0.048	0.44	0.30
91	237	0.238	0.075	0.45	0.31
23	90	0.238	0.096	0.51	0.40
43	104	0.238	0.130	0.31	0.25
19	70	0.237	0.081	0.33	0.25
56	79	0.237	0.109	0.54	0.40
24	78	0.237	0.056	0.42	0.26
43	221	0.237	0.112	0.57	0.39
2	78	0.237	0.104	0.46	0.36
19	137	0.237	0.097	0.48	0.34
42	130	0.237	0.047	0.57	0.31
73	156	0.237	0.051	0.29	0.23
1	73	0.236	0.066	0.30	0.28
76	187	0.236	0.118	0.38	0.32
3	100	0.236	0.058	0.59	0.37
141	247	0.236	0.118	0.38	0.34
32	97	0.236	0.193	0.39	0.38
4	226	0.236	0.059	0.34	0.26
106	164	0.235	0.090	0.41	0.35
54	243	0.235	0.047	0.40	0.22
7	181	0.235	0.174	0.46	0.43
143	178	0.235	0.047	0.36	0.22
206	217	0.235	0.089	0.44	0.34
1	114	0.235	0.152	0.36	0.31
168	213	0.235	0.150	0.51	0.47
68	204	0.235	0.047	0.34	0.24
51	143	0.234	0.047	0.39	0.25
40	50	0.234	0.047	0.35	0.26
55	87	0.234	0.167	0.39	0.36
207	225	0.234	0.121	0.45	0.33
15	231	0.234	0.096	0.46	0.37
105	198	0.234	0.107	0.36	0.26
112	181	0.234	0.104	0.44	0.34
0	76	0.233	0.084	0.43	0.33
112	163	0.233	0.047	0.34	0.22
57	85	0.233	0.072	0.55	0.34
113	229	0.233	0.103	0.47	0.34
53	186	0.232	0.137	0.38	0.31
100	237	0.232	0.154	0.50	0.43
29	128	0.232	0.108	0.39	0.33
16	100	0.232	0.050	0.53	0.30
30	107	0.232	0.112	0.54	0.36
90	102	0.232	0.066	0.64	0.35
20	217	0.232	0.182	0.34	0.28
2	137	0.232	0.143	0.46	0.40
57	230	0.231	0.127	0.68	0.52
168	237	0.231	0.121	0.47	0.40
53	238	0.231	0.154	0.47	0.42
89	184	0.231	0.077	0.35	0.24
12	237	0.231	0.170	0.43	0.42
64	144	0.231	0.133	0.55	0.43
172	199	0.231	0.074	0.42	0.28
76	121	0.231	0.213	0.50	0.45
15	183	0.230	0.168	0.55	0.49
2	210	0.230	0.122	0.46	0.36
76	172	0.230	0.111	0.34	0.31
11	126	0.230	0.059	0.56	0.31
13	88	0.229	0.046	0.53	0.24
112	115	0.229	0.058	0.26	0.20
109	171	0.229	0.051	0.49	0.33
68	166	0.229	0.085	0.60	0.44
121	222	0.229	0.046	0.52	0.25
66	237	0.229	0.158	0.47	0.43
49	85	0.229	0.046	0.48	0.25
20	122	0.229	0.052	0.24	0.19
36	238	0.229	0.046	0.49	0.27
23	126	0.229	0.072	0.51	0.34
3	36	0.228	0.076	0.37	0.32
24	184	0.228	0.047	0.38	0.24
33	200	0.228	0.061	0.45	0.27
17	146	0.228	0.065	0.63	0.39
65	90	0.227	0.149	0.47	0.44
2	136	0.227	0.045	0.47	0.26
76	235	0.227	0.107	0.48	0.36
3	159	0.227	0.091	0.42	0.33
11	61	0.227	0.125	0.34	0.30
96	168	0.227	0.045	0.55	0.29
37	187	0.227	0.093	0.36	0.31
64	105	0.227	0.140	0.37	0.34
102	218	0.227	0.116	0.49	0.38
188	251	0.226	0.045	0.43	0.21
40	143	0.226	0.073	0.50	0.28
55	214	0.226	0.045	0.31	0.20
145	198	0.226	0.045	0.58	0.34
62	218	0.226	0.085	0.43	0.36
67	153	0.225	0.117	0.43	0.38
135	181	0.225	0.105	0.52	0.42
93	213	0.225	0.074	0.59	0.35
80	237	0.225	0.166	0.45	0.42
122	180	0.225	0.128	0.52	0.45
2	94	0.225	0.152	0.46	0.35
50	87	0.225	0.047	0.45	0.29
54	164	0.224	0.176	0.43	0.41
15	245	0.224	0.096	0.33	0.25
20	216	0.224	0.112	0.24	0.19
75	197	0.224	0.107	0.37	0.31
118	122	0.223	0.139	0.47	0.42
112	139	0.223	0.076	0.43	0.30
