i	j	iLIS_best	iLIS_avg	ipTM_best
11065	1152	0.476	0.421	0.71
11840	2739	0.476	0.359	0.65
13460	6111	0.476	0.224	0.79
12651	2929	0.476	0.095	0.28
1526	3878	0.476	0.179	0.67
11398	571	0.476	0.303	0.82
8129	1281	0.476	0.179	0.32
11510	9543	0.476	0.105	0.75
50	13910	0.476	0.376	0.69
6902	7947	0.476	0.106	0.71
11395	11639	0.476	0.102	0.80
10197	8881	0.476	0.110	0.23
12681	12939	0.476	0.333	0.30
2089	8993	0.476	0.309	0.61
12064	8178	0.476	0.156	0.72
10452	8993	0.476	0.241	0.44
898	7805	0.476	0.335	0.50
10342	11507	0.476	0.138	0.80
6889	6293	0.476	0.189	0.79
12931	10212	0.476	0.095	0.80
13024	11507	0.475	0.170	0.70
12597	13957	0.475	0.301	0.67
13563	2524	0.475	0.107	0.72
9800	11192	0.475	0.329	0.60
8696	13041	0.475	0.422	0.50
11411	2734	0.475	0.279	0.71
9644	10322	0.475	0.404	0.51
13754	5347	0.475	0.395	0.48
9485	1526	0.475	0.220	0.65
8292	6561	0.475	0.231	0.65
11448	12842	0.475	0.262	0.65
69	3125	0.475	0.197	0.68
6293	7815	0.475	0.212	0.75
12495	8997	0.475	0.116	0.86
807	9904	0.475	0.302	0.40
7749	2285	0.475	0.095	0.50
11411	11362	0.475	0.315	0.67
1351	6262	0.475	0.220	0.73
13706	11864	0.475	0.371	0.83
6930	3613	0.475	0.383	0.24
9053	3668	0.475	0.187	0.70
9663	11510	0.475	0.192	0.79
11398	7028	0.475	0.179	0.73
13519	13769	0.475	0.237	0.67
383	9124	0.475	0.251	0.84
10113	11717	0.475	0.363	0.86
12890	10541	0.475	0.354	0.43
11754	13708	0.475	0.258	0.45
6922	2711	0.475	0.395	0.82
11412	2456	0.475	0.182	0.76
852	11606	0.475	0.223	0.45
919	664	0.475	0.172	0.77
9079	11396	0.475	0.095	0.71
8146	10069	0.475	0.262	0.57
2569	1147	0.475	0.202	0.64
11402	10801	0.475	0.095	0.78
9450	13559	0.475	0.095	0.66
11981	12006	0.475	0.299	0.70
10484	12235	0.475	0.136	0.79
12509	8993	0.475	0.249	0.46
1144	479	0.475	0.205	0.50
9987	8028	0.475	0.253	0.44
7843	9958	0.475	0.161	0.65
9963	11615	0.475	0.114	0.39
8883	1071	0.475	0.272	0.44
770	9097	0.475	0.453	0.87
12222	10981	0.475	0.398	0.40
12020	504	0.475	0.338	0.61
6221	7976	0.475	0.288	0.53
10540	1426	0.474	0.176	0.40
13023	11065	0.474	0.194	0.62
12134	826	0.474	0.104	0.60
10792	11396	0.474	0.216	0.65
1526	7011	0.474	0.392	0.75
11122	1492	0.474	0.145	0.73
12663	6293	0.474	0.095	0.72
523	1125	0.474	0.428	0.57
11194	1138	0.474	0.213	0.75
1249	4991	0.474	0.175	0.65
12666	3125	0.474	0.100	0.67
10557	13397	0.474	0.416	0.67
13563	10876	0.474	0.367	0.37
410	8232	0.474	0.109	0.74
6221	8916	0.474	0.191	0.52
11464	12919	0.474	0.183	0.86
11065	6628	0.474	0.164	0.76
1144	13786	0.474	0.111	0.51
12284	9047	0.474	0.388	0.56
11838	4133	0.474	0.114	0.76
13895	8938	0.474	0.095	0.75
12681	9914	0.474	0.429	0.35
563	8993	0.474	0.175	0.44
11400	7805	0.474	0.271	0.53
7756	8108	0.474	0.095	0.66
1012	6894	0.474	0.448	0.23
9029	3145	0.474	0.095	0.74
11392	6293	0.474	0.140	0.70
2285	12936	0.474	0.134	0.60
6485	13083	0.474	0.323	0.71
7408	493	0.474	0.208	0.40
1526	14011	0.474	0.154	0.72
13206	6561	0.474	0.313	0.64
13896	1144	0.474	0.161	0.53
8131	11510	0.474	0.237	0.80
12681	320	0.474	0.378	0.30
10972	394	0.474	0.383	0.81
7395	6561	0.474	0.442	0.71
12117	8108	0.474	0.155	0.66
11909	9800	0.474	0.445	0.70
12561	13957	0.474	0.095	0.67
9290	9080	0.474	0.376	0.71
11741	5050	0.474	0.441	0.89
13534	3775	0.474	0.425	0.33
900	13956	0.474	0.272	0.73
9284	1529	0.474	0.269	0.65
898	67	0.474	0.381	0.54
4123	4849	0.474	0.224	0.33
5351	2739	0.474	0.259	0.67
11293	1973	0.474	0.226	0.54
1529	9607	0.474	0.159	0.75
9560	10433	0.474	0.225	0.80
6902	11065	0.474	0.279	0.78
7221	1830	0.473	0.110	0.75
2285	9607	0.473	0.108	0.44
8129	12309	0.473	0.266	0.46
6902	6561	0.473	0.271	0.71
9357	9291	0.473	0.443	0.58
7920	240	0.473	0.095	0.75
2524	13067	0.473	0.119	0.77
6284	11752	0.473	0.202	0.30
12080	11991	0.473	0.177	0.59
7277	12052	0.473	0.181	0.69
12962	1414	0.473	0.095	0.78
7216	3725	0.473	0.095	0.41
7078	340	0.473	0.435	0.59
7747	12549	0.473	0.406	0.78
7221	8539	0.473	0.104	0.83
13892	13884	0.473	0.415	0.77
13041	11	0.473	0.402	0.48
9339	238	0.473	0.129	0.71
11754	11781	0.473	0.271	0.43
13643	11510	0.473	0.225	0.73
9057	193	0.473	0.399	0.42
12829	8993	0.473	0.112	0.47
807	9934	0.473	0.156	0.43
9739	563	0.473	0.161	0.34
8387	10961	0.473	0.213	0.81
1071	5751	0.473	0.206	0.60
12921	11625	0.473	0.180	0.44
8576	11065	0.473	0.259	0.68
8146	6889	0.473	0.298	0.68
11412	9543	0.473	0.345	0.68
4800	3105	0.473	0.176	0.51
13989	6293	0.473	0.095	0.70
1071	481	0.473	0.107	0.49
8880	11402	0.473	0.321	0.79
10764	8108	0.473	0.424	0.73
9914	2285	0.473	0.095	0.28
2127	1071	0.473	0.198	0.49
11510	13823	0.473	0.237	0.74
7221	8166	0.473	0.099	0.67
7974	8938	0.473	0.297	0.69
7216	11650	0.473	0.314	0.44
11412	13207	0.473	0.242	0.76
763	12837	0.473	0.265	0.38
3046	8071	0.473	0.225	0.50
13100	4849	0.473	0.095	0.78
3174	8071	0.472	0.106	0.49
11507	4655	0.472	0.129	0.72
10987	232	0.472	0.136	0.81
5	9272	0.472	0.366	0.62
6134	13288	0.472	0.173	0.51
9924	6926	0.472	0.118	0.85
6972	12526	0.472	0.415	0.60
13669	4627	0.472	0.099	0.64
11609	13147	0.472	0.345	0.39
8019	900	0.472	0.261	0.79
407	344	0.472	0.182	0.59
13303	11608	0.472	0.154	0.39
11714	10923	0.472	0.094	0.75
622	11024	0.472	0.367	0.38
241	11263	0.472	0.104	0.76
574	1144	0.472	0.371	0.49
5189	243	0.472	0.372	0.77
7241	14019	0.472	0.152	0.67
3314	215	0.472	0.448	0.70
13005	10981	0.472	0.178	0.62
9739	1200	0.472	0.177	0.34
11394	4655	0.472	0.128	0.74
7895	9934	0.472	0.186	0.41
7271	1014	0.472	0.383	0.75
11395	8073	0.472	0.100	0.83
11510	11022	0.472	0.094	0.73
7473	11553	0.472	0.099	0.44
9733	2739	0.472	0.375	0.65
11226	2974	0.472	0.230	0.80
7806	2456	0.472	0.115	0.49
2965	6046	0.472	0.174	0.75
8615	11464	0.472	0.405	0.71
13968	8108	0.472	0.304	0.64
11400	13786	0.472	0.217	0.61
110	9736	0.472	0.265	0.79
9543	9986	0.472	0.246	0.47
13519	4898	0.472	0.098	0.72
4133	9381	0.472	0.284	0.73
3090	9983	0.472	0.411	0.23
5987	123	0.472	0.094	0.86
12778	11615	0.472	0.213	0.39
12834	6996	0.472	0.293	0.36
2597	1973	0.472	0.193	0.62
13890	13884	0.471	0.450	0.78
233	6298	0.471	0.094	0.75
11684	2974	0.471	0.258	0.38
11464	6826	0.471	0.139	0.65
11448	6533	0.471	0.162	0.71
6375	11615	0.471	0.127	0.37
11762	9555	0.471	0.412	0.60
11400	6590	0.471	0.304	0.65
1683	11615	0.471	0.098	0.30
12794	3125	0.471	0.406	0.76
8935	11154	0.471	0.210	0.70
11935	8997	0.471	0.094	0.41
930	1012	0.471	0.196	0.35
1138	9284	0.471	0.415	0.67
12228	13825	0.471	0.094	0.31
12136	11402	0.471	0.097	0.81
13990	2524	0.471	0.264	0.71
11510	3144	0.471	0.206	0.64
5759	8570	0.471	0.453	0.78
234	7567	0.471	0.170	0.68
12829	9772	0.471	0.094	0.74
12680	4849	0.471	0.217	0.51
555	30	0.471	0.255	0.67
13842	493	0.471	0.430	0.33
12890	12169	0.471	0.167	0.46
9272	394	0.471	0.132	0.68
11192	7274	0.471	0.408	0.50
11390	11604	0.471	0.426	0.41
12250	9390	0.471	0.121	0.36
12214	9739	0.471	0.385	0.37
11411	13184	0.471	0.355	0.75
12890	8563	0.471	0.382	0.56
11596	13352	0.471	0.106	0.19
12471	6994	0.471	0.320	0.65
11474	10359	0.471	0.094	0.54
9739	7707	0.471	0.220	0.29
10343	8993	0.471	0.186	0.43
9079	11603	0.471	0.196	0.39
8019	1529	0.471	0.339	0.74
326	2285	0.471	0.432	0.71
10364	8878	0.471	0.383	0.73
7244	3037	0.471	0.365	0.65
12541	8993	0.471	0.094	0.44
1071	6357	0.471	0.181	0.44
13769	6926	0.471	0.330	0.76
1451	1144	0.471	0.223	0.46
7474	2569	0.471	0.094	0.64
9933	7390	0.471	0.184	0.69
9345	11682	0.471	0.159	0.69
11392	8993	0.471	0.198	0.52
7557	2250	0.471	0.099	0.74
240	3141	0.471	0.390	0.74
12830	1144	0.470	0.180	0.51
11624	12569	0.470	0.178	0.52
7941	11464	0.470	0.325	0.76
7754	11604	0.470	0.384	0.47
8560	11396	0.470	0.168	0.79
9561	13234	0.470	0.116	0.71
12250	13331	0.470	0.213	0.36
12017	10969	0.470	0.105	0.47
12014	11996	0.470	0.167	0.55
3	12837	0.470	0.319	0.84
11507	4145	0.470	0.260	0.68
11198	8108	0.470	0.238	0.77
8108	12256	0.470	0.336	0.64
7702	7430	0.470	0.366	0.65
11977	11994	0.470	0.255	0.59
12562	8938	0.470	0.173	0.76
7751	13519	0.470	0.155	0.63
11392	1566	0.470	0.169	0.60
11154	12670	0.470	0.194	0.54
11412	479	0.470	0.253	0.79
1566	2095	0.470	0.444	0.75
8320	8314	0.470	0.125	0.34
8108	13823	0.470	0.281	0.73
13806	13794	0.470	0.432	0.37
6293	3002	0.470	0.109	0.68
9456	9934	0.470	0.149	0.40
10116	1134	0.470	0.212	0.83
6533	8108	0.470	0.234	0.68
12632	898	0.470	0.394	0.58
829	6561	0.470	0.196	0.64
11757	381	0.470	0.388	0.81
1331	8887	0.470	0.286	0.62
8132	493	0.470	0.417	0.25
12681	7566	0.470	0.147	0.28
10465	11615	0.470	0.186	0.42
8698	3125	0.470	0.212	0.70
11402	9686	0.470	0.264	0.75
9485	5025	0.470	0.109	0.78
12946	10929	0.470	0.440	0.79
3081	240	0.470	0.276	0.72
12800	897	0.470	0.415	0.64
714	1444	0.470	0.214	0.44
6293	1683	0.470	0.299	0.59
4133	1267	0.470	0.116	0.72
11464	582	0.470	0.161	0.75
10774	8652	0.470	0.101	0.53
8108	4923	0.470	0.101	0.67
1526	13823	0.470	0.324	0.70
9325	9968	0.470	0.367	0.45
4133	12790	0.470	0.094	0.73
3125	10448	0.470	0.094	0.69
12594	10484	0.470	0.358	0.72
7241	2451	0.470	0.102	0.72
13851	9775	0.470	0.141	0.64
13786	11604	0.470	0.418	0.53
7999	12681	0.470	0.115	0.42
8861	3309	0.470	0.127	0.47
1071	7426	0.470	0.111	0.45
832	5336	0.470	0.186	0.25
12837	11306	0.470	0.097	0.36
7805	2569	0.470	0.317	0.60
13482	11610	0.470	0.294	0.71
11694	13808	0.470	0.377	0.85
362	4849	0.470	0.255	0.45
13512	10463	0.469	0.195	0.47
886	9433	0.469	0.288	0.68
9485	1138	0.469	0.159	0.74
362	3125	0.469	0.094	0.65
7259	3506	0.469	0.094	0.53
9739	7554	0.469	0.166	0.32
10371	1019	0.469	0.151	0.54
11602	7594	0.469	0.148	0.51
13482	11615	0.469	0.205	0.37
8575	9739	0.469	0.166	0.46
850	7216	0.469	0.339	0.49
8146	13346	0.469	0.213	0.69
570	12851	0.469	0.132	0.80
10414	11111	0.469	0.152	0.78
11264	11369	0.469	0.094	0.56
8942	1009	0.469	0.098	0.78
11696	6353	0.469	0.437	0.60
7680	7505	0.469	0.370	0.54
13210	11065	0.469	0.278	0.75
1137	4849	0.469	0.111	0.33
898	563	0.469	0.405	0.55
6634	13481	0.469	0.299	0.71
13696	9314	0.469	0.094	0.77
12680	8108	0.469	0.317	0.64
4133	4704	0.469	0.094	0.72
13157	11065	0.469	0.338	0.66
6610	13764	0.469	0.167	0.47
7793	1566	0.469	0.350	0.75
10108	6561	0.469	0.295	0.62
13206	233	0.469	0.152	0.73
11605	5754	0.469	0.352	0.90
837	8919	0.469	0.223	0.31
9739	10801	0.469	0.256	0.38
6221	12185	0.469	0.365	0.52
800	12722	0.469	0.337	0.82
12576	10396	0.469	0.419	0.21
5836	9104	0.469	0.336	0.81
8108	4062	0.469	0.188	0.72
9975	8232	0.469	0.379	0.62
13023	11396	0.469	0.238	0.71
11111	1827	0.469	0.094	0.37
608	1071	0.469	0.094	0.48
12014	11984	0.469	0.401	0.42
8417	493	0.469	0.162	0.26
13816	1526	0.469	0.310	0.64
13159	11401	0.469	0.387	0.54
13974	9116	0.469	0.286	0.44
11065	12169	0.469	0.394	0.74
12202	9829	0.468	0.295	0.58
4133	7913	0.468	0.386	0.75
10920	493	0.468	0.126	0.38
493	13627	0.468	0.094	0.50
2425	8352	0.468	0.094	0.35
11402	1335	0.468	0.194	0.75
6926	13830	0.468	0.160	0.81
3046	8993	0.468	0.094	0.46
7404	9753	0.468	0.420	0.29
9586	2739	0.468	0.168	0.66
8301	6399	0.468	0.181	0.80
11412	9957	0.468	0.201	0.77
243	7594	0.468	0.113	0.74
4750	8108	0.468	0.159	0.65
13995	11065	0.468	0.172	0.73
13041	12064	0.468	0.234	0.63
13156	242	0.468	0.311	0.65
8108	31	0.468	0.107	0.74
6278	13130	0.468	0.094	0.71
12131	12851	0.468	0.119	0.70
2285	11650	0.468	0.094	0.65
11395	13067	0.468	0.328	0.85
11464	13158	0.468	0.219	0.74
683	1860	0.468	0.094	0.53
9739	12256	0.468	0.302	0.31
11026	11122	0.468	0.111	0.69
12334	6561	0.468	0.128	0.67
4133	8073	0.468	0.272	0.70
12890	585	0.468	0.099	0.80
5987	869	0.468	0.047	0.76
4133	2353	0.468	0.206	0.79
13482	6561	0.468	0.202	0.57
9302	12790	0.468	0.091	0.44
13160	8108	0.468	0.241	0.70
11888	8108	0.468	0.309	0.80
11617	9468	0.468	0.094	0.40
8019	10484	0.468	0.139	0.77
110	10982	0.468	0.322	0.72
763	11065	0.468	0.178	0.69
1615	10265	0.468	0.109	0.37
1147	240	0.468	0.187	0.74
794	8108	0.468	0.292	0.71
12240	12890	0.468	0.143	0.43
8861	7806	0.468	0.350	0.53
13995	8108	0.468	0.389	0.72
9800	7597	0.468	0.289	0.59
11606	2660	0.468	0.105	0.46
5189	1529	0.468	0.319	0.64
11410	446	0.468	0.446	0.59
13519	6794	0.468	0.291	0.74
8940	12438	0.468	0.247	0.54
7891	7597	0.468	0.106	0.62
12867	11122	0.468	0.100	0.69
3283	11396	0.468	0.100	0.75
8993	11763	0.468	0.111	0.51
612	8146	0.468	0.094	0.58
3331	11349	0.467	0.270	0.36
4712	11396	0.467	0.313	0.81
13989	7895	0.467	0.281	0.34
8698	11608	0.467	0.118	0.41
12681	13026	0.467	0.177	0.40
11411	10876	0.467	0.093	0.73
12569	11396	0.467	0.100	0.82
795	1860	0.467	0.109	0.50
1414	10646	0.467	0.113	0.78
8560	9932	0.467	0.248	0.73
13332	12981	0.467	0.161	0.23
11935	394	0.467	0.140	0.81
9924	897	0.467	0.201	0.58
7894	3125	0.467	0.344	0.75
11714	10982	0.467	0.367	0.77
8644	13851	0.467	0.109	0.50
12669	8993	0.467	0.320	0.46
338	10997	0.467	0.148	0.76
2338	481	0.467	0.093	0.66
627	11396	0.467	0.338	0.84
11319	244	0.467	0.178	0.76
9932	476	0.467	0.145	0.89
10196	1152	0.467	0.171	0.70
7667	9857	0.467	0.174	0.28
7241	4955	0.467	0.226	0.58
8371	11604	0.467	0.303	0.52
9502	9261	0.467	0.184	0.68
9503	9261	0.467	0.184	0.68
9933	5523	0.467	0.097	0.63
6154	1860	0.467	0.093	0.52
7915	11604	0.467	0.324	0.68
1389	2285	0.467	0.250	0.53
7894	234	0.467	0.210	0.77
10484	12610	0.467	0.275	0.84
13203	1526	0.467	0.443	0.71
1566	8091	0.467	0.239	0.62
13512	3558	0.467	0.311	0.42
9316	13017	0.467	0.207	0.31
236	4592	0.467	0.160	0.66
1414	7913	0.467	0.240	0.38
7775	8993	0.467	0.154	0.53
3201	394	0.467	0.287	0.82
6346	9687	0.467	0.093	0.69
12214	1860	0.467	0.108	0.48
11402	9246	0.467	0.225	0.72
10541	4849	0.467	0.265	0.34
852	9934	0.467	0.093	0.40
13155	9739	0.467	0.257	0.71
7993	10455	0.467	0.248	0.77
6794	2524	0.467	0.321	0.78
10789	9216	0.466	0.426	0.45
7942	13512	0.466	0.339	0.48
2739	11064	0.466	0.130	0.73
6891	12468	0.466	0.169	0.85
233	6614	0.466	0.093	0.76
11447	7221	0.466	0.150	0.61
7216	8000	0.466	0.146	0.43
898	7700	0.466	0.447	0.58
10415	11508	0.466	0.236	0.60
8704	8258	0.466	0.139	0.79
7276	3407	0.466	0.336	0.54
3201	8108	0.466	0.288	0.74
12681	2799	0.466	0.094	0.41
12250	1138	0.466	0.261	0.74
9323	9975	0.466	0.442	0.38
9370	8997	0.466	0.322	0.34
12135	5392	0.466	0.177	0.44
13160	8232	0.466	0.414	0.57
11394	11819	0.466	0.103	0.76
13865	826	0.466	0.093	0.17
6124	2792	0.466	0.093	0.74
816	493	0.466	0.202	0.78
1524	897	0.466	0.370	0.58
11065	9649	0.466	0.093	0.64
8997	13262	0.466	0.098	0.37
406	820	0.466	0.418	0.50
9465	12490	0.466	0.394	0.58
13671	8108	0.466	0.184	0.74
9301	11402	0.466	0.275	0.76
7221	6519	0.466	0.377	0.73
8997	6045	0.466	0.178	0.36
9370	898	0.466	0.274	0.56
10958	8415	0.466	0.360	0.85
8108	8654	0.466	0.266	0.70
10795	2569	0.466	0.295	0.68
11510	9685	0.466	0.187	0.68
582	1526	0.466	0.120	0.61
7758	11192	0.466	0.128	0.53
4130	5872	0.466	0.403	0.74
1267	2285	0.465	0.169	0.36
7676	2250	0.465	0.189	0.58
852	6182	0.465	0.254	0.46
5943	3005	0.465	0.093	0.80
8129	14025	0.465	0.223	0.19
8438	7733	0.465	0.128	0.37
6221	12664	0.465	0.222	0.57
11596	13262	0.465	0.093	0.62
8961	12913	0.465	0.382	0.52
12614	11507	0.465	0.096	0.83
197	9778	0.465	0.356	0.52
7216	1131	0.465	0.215	0.41
10212	9068	0.465	0.118	0.77
11090	12399	0.465	0.120	0.35
9562	3728	0.465	0.395	0.70
6922	2739	0.465	0.272	0.77
6466	13270	0.465	0.171	0.51
11195	2739	0.465	0.207	0.74
12937	6315	0.465	0.232	0.66
7758	11065	0.465	0.388	0.67
13995	10461	0.465	0.257	0.24
1020	3613	0.465	0.256	0.83
10452	1144	0.465	0.203	0.49
11935	8993	0.465	0.140	0.46
10502	12123	0.465	0.149	0.72
10452	11065	0.465	0.437	0.71
7771	9261	0.465	0.266	0.70
13519	12136	0.465	0.093	0.71
7460	13696	0.465	0.093	0.75
11448	732	0.465	0.108	0.69
13894	413	0.465	0.199	0.84
11410	668	0.465	0.132	0.59
777	11610	0.465	0.093	0.76
11410	6828	0.465	0.337	0.66
8576	234	0.465	0.245	0.69
394	13688	0.465	0.093	0.89
12250	8108	0.465	0.278	0.72
11694	13811	0.465	0.333	0.82
2994	8882	0.465	0.373	0.59
9272	10197	0.465	0.292	0.50
9650	3661	0.465	0.140	0.72
9272	11178	0.465	0.352	0.48
12926	11615	0.465	0.201	0.41
1566	11706	0.465	0.094	0.69
8276	8938	0.465	0.135	0.56
7941	11411	0.465	0.261	0.66
898	1686	0.465	0.288	0.56
9780	9791	0.465	0.365	0.51
900	6533	0.465	0.210	0.77
6288	2739	0.465	0.195	0.69
8045	12073	0.464	0.145	0.74
11394	12830	0.464	0.093	0.80
8009	12851	0.464	0.105	0.79
11463	7395	0.464	0.141	0.82
800	13706	0.464	0.178	0.76
9914	11763	0.464	0.197	0.48
1138	10413	0.464	0.183	0.81
12484	898	0.464	0.093	0.55
1827	2104	0.464	0.135	0.19
550	759	0.464	0.322	0.36
4133	14008	0.464	0.223	0.73
5236	394	0.464	0.152	0.79
9324	8997	0.464	0.118	0.34
8562	11397	0.464	0.290	0.41
6943	13522	0.464	0.343	0.67
13512	3336	0.464	0.093	0.44
11984	12079	0.464	0.259	0.66
11402	10463	0.464	0.207	0.77
8782	11840	0.464	0.170	0.61
2833	11396	0.464	0.126	0.75
2569	6288	0.464	0.280	0.62
1144	12936	0.464	0.096	0.51
8320	2285	0.464	0.093	0.60
11400	555	0.464	0.271	0.62
7506	5776	0.464	0.359	0.45
7172	11065	0.464	0.209	0.70
11980	12076	0.464	0.131	0.52
6561	11198	0.464	0.419	0.61
6899	11615	0.464	0.093	0.45
4199	12472	0.464	0.159	0.54
9106	8071	0.464	0.240	0.49
5014	12045	0.464	0.093	0.74
11935	9739	0.464	0.232	0.35
6420	6117	0.464	0.448	0.31
7241	13473	0.464	0.093	0.66
1103	11192	0.464	0.100	0.58
13234	6053	0.464	0.175	0.65
11397	479	0.464	0.154	0.79
11393	9739	0.464	0.150	0.33
8150	11180	0.463	0.093	0.62
413	8178	0.463	0.111	0.84
6561	4446	0.463	0.093	0.58
11605	11945	0.463	0.093	0.63
890	2155	0.463	0.293	0.54
12924	8638	0.463	0.263	0.65
8146	7451	0.463	0.159	0.50
900	10448	0.463	0.276	0.73
233	9451	0.463	0.149	0.74
2465	196	0.463	0.095	0.47
3052	4849	0.463	0.179	0.40
7183	1000	0.463	0.448	0.52
7241	7300	0.463	0.179	0.78
12250	11967	0.463	0.099	0.23
9106	12851	0.463	0.165	0.88
11450	13959	0.463	0.267	0.74
8003	236	0.463	0.128	0.65
13221	11609	0.463	0.178	0.52
12717	31	0.463	0.092	0.46
11065	9011	0.463	0.188	0.68
67	6926	0.463	0.345	0.71
2179	9261	0.463	0.137	0.71
69	11122	0.463	0.120	0.70
7221	139	0.463	0.093	0.63
11401	7005	0.463	0.144	0.34
13223	12596	0.463	0.093	0.60
10958	6468	0.463	0.188	0.77
7269	992	0.463	0.412	0.51
13989	11448	0.463	0.122	0.73
11613	1144	0.463	0.131	0.49
12240	11164	0.463	0.257	0.31
13031	481	0.463	0.107	0.25
362	11448	0.463	0.093	0.68
8146	5618	0.463	0.183	0.58
7430	7277	0.463	0.225	0.51
13519	6894	0.463	0.316	0.72
9277	244	0.463	0.129	0.76
13026	1526	0.463	0.210	0.59
9987	6959	0.463	0.098	0.29
3141	4849	0.463	0.323	0.33
5236	9934	0.463	0.293	0.37
11102	10929	0.463	0.316	0.25
12890	11763	0.463	0.178	0.43
11061	8307	0.463	0.285	0.74
1144	8166	0.463	0.105	0.49
898	9543	0.463	0.392	0.55
12499	592	0.463	0.448	0.79
12672	11065	0.463	0.199	0.73
8898	10484	0.462	0.351	0.70
3129	1084	0.462	0.092	0.70
11450	7913	0.462	0.375	0.83
13512	10575	0.462	0.192	0.73
11402	11476	0.462	0.113	0.75
11599	2868	0.462	0.220	0.47
11973	12005	0.462	0.106	0.70
11717	13761	0.462	0.374	0.75
12206	534	0.462	0.092	0.79
13563	10106	0.462	0.174	0.42
7729	11510	0.462	0.142	0.79
10529	12686	0.462	0.209	0.73
11628	13824	0.462	0.092	0.54
8914	9933	0.462	0.155	0.66
756	10675	0.462	0.280	0.28
8537	6298	0.462	0.321	0.26
8444	1529	0.462	0.132	0.68
7219	3493	0.462	0.251	0.59
9977	9618	0.462	0.282	0.65
9461	6287	0.462	0.232	0.75
375	2739	0.462	0.286	0.67
9682	813	0.462	0.407	0.85
898	7426	0.462	0.178	0.61
8562	8831	0.462	0.171	0.41
7820	2739	0.462	0.224	0.65
11909	7706	0.462	0.388	0.74
11999	11993	0.462	0.217	0.65
7594	10484	0.462	0.092	0.74
30	7670	0.462	0.092	0.71
8719	11396	0.462	0.116	0.77
5751	10484	0.462	0.255	0.72
12717	11750	0.462	0.188	0.79
2569	8859	0.462	0.321	0.63
138	897	0.462	0.314	0.62
2022	4836	0.462	0.144	0.41
13361	11399	0.462	0.237	0.56
6293	11198	0.462	0.092	0.73
8146	11164	0.462	0.199	0.66
13563	7389	0.462	0.249	0.31
10764	2285	0.462	0.092	0.54
11111	10218	0.462	0.222	0.76
7451	11608	0.462	0.247	0.60
7913	1208	0.462	0.184	0.27
8129	9606	0.461	0.320	0.44
11398	7568	0.461	0.225	0.78
9783	6561	0.461	0.118	0.67
12926	6293	0.461	0.092	0.72
12851	1492	0.461	0.092	0.83
11402	5430	0.461	0.149	0.76
9800	6561	0.461	0.255	0.62
9049	9089	0.461	0.154	0.65
11090	11610	0.461	0.217	0.84
13679	6082	0.461	0.145	0.69
13889	11386	0.461	0.431	0.81
9328	8708	0.461	0.387	0.30
12070	13675	0.461	0.180	0.58
7520	11604	0.461	0.400	0.47
407	11754	0.461	0.162	0.57
11400	2799	0.461	0.157	0.55
13871	11111	0.461	0.092	0.40
11596	7451	0.461	0.172	0.51
13519	1010	0.461	0.413	0.72
384	3210	0.461	0.139	0.71
2739	7707	0.461	0.277	0.63
9456	2569	0.461	0.253	0.65
13512	9734	0.461	0.227	0.46
7765	11762	0.461	0.437	0.70
900	13830	0.461	0.294	0.82
10962	8938	0.461	0.379	0.69
13207	4749	0.461	0.199	0.58
7241	9282	0.461	0.233	0.67
8319	12851	0.461	0.092	0.75
10197	2734	0.461	0.311	0.62
13407	11401	0.461	0.175	0.38
7942	244	0.461	0.429	0.77
709	8108	0.461	0.275	0.72
13884	13873	0.461	0.375	0.74
13995	244	0.461	0.343	0.77
1566	3158	0.461	0.358	0.67
12851	3052	0.461	0.268	0.72
9362	1414	0.461	0.124	0.74
3878	11396	0.461	0.102	0.78
1526	12659	0.461	0.133	0.50
6384	394	0.461	0.119	0.62
10117	7602	0.461	0.176	0.42
4133	10216	0.461	0.172	0.67
2353	12851	0.461	0.127	0.80
5855	3241	0.461	0.212	0.81
11775	7766	0.461	0.378	0.60
7942	13519	0.461	0.261	0.69
11065	7707	0.461	0.236	0.79
13202	987	0.461	0.174	0.70
10412	7846	0.461	0.111	0.44
271	13329	0.461	0.341	0.75
9933	9785	0.461	0.107	0.61
837	11510	0.461	0.301	0.72
2491	8335	0.461	0.362	0.38
11038	11330	0.461	0.444	0.86
11777	1999	0.461	0.109	0.71
10069	11397	0.461	0.137	0.73
10495	7171	0.461	0.133	0.27
10484	701	0.461	0.104	0.76
1293	11396	0.461	0.234	0.68
1144	10981	0.461	0.194	0.49
8808	7823	0.461	0.303	0.50
8675	13178	0.461	0.329	0.49
898	9011	0.461	0.287	0.54
6826	10484	0.461	0.184	0.71
8322	6908	0.460	0.097	0.44
7658	12210	0.460	0.094	0.50
8227	9788	0.460	0.092	0.58
9487	1138	0.460	0.144	0.72
12962	8071	0.460	0.189	0.51
174	7243	0.460	0.097	0.74
8320	1827	0.460	0.092	0.30
6990	3199	0.460	0.092	0.71
6298	9667	0.460	0.335	0.31
4690	6990	0.460	0.125	0.74
12170	4133	0.460	0.236	0.78
13158	11450	0.460	0.324	0.70
6134	13085	0.460	0.319	0.36
8019	11610	0.460	0.092	0.74
8997	7980	0.460	0.235	0.44
11464	10069	0.460	0.341	0.71
11065	7426	0.460	0.295	0.72
36	7520	0.460	0.245	0.29
9106	6293	0.460	0.092	0.66
7315	8938	0.460	0.260	0.67
12842	11615	0.460	0.264	0.35
